target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok,tier
egernia-local,egernia,Q02,csv,8,1,16101,0.0,268.259,0.028673,0.041676,0.040067,38403.2,0.165,True,16
egernia-local,egernia,Q02,csv,8,2,15739,0.0,262.237,0.029273,0.044958,0.043086,38409.5,0.155,True,16
egernia-local,egernia,Q02,csv,8,3,16060,0.0,267.565,0.028664,0.041536,0.040053,38408.5,0.155,True,16
egernia-local,egernia,Q03,csv,32,1,15655,0.0,260.072,0.10536,0.256634,0.253729,25759.5,0.12,True,16
egernia-local,egernia,Q03,csv,32,2,15643,0.0,260.025,0.105378,0.256987,0.253782,25644.7,0.12,True,16
egernia-local,egernia,Q03,csv,32,3,15544,0.0,258.165,0.110595,0.263017,0.260235,25635.8,0.125,True,16
egernia-local,egernia,Q03,csv,64,1,15021,0.0,249.229,0.236434,0.389339,0.38591,25766.0,0.115,True,16
egernia-local,egernia,Q03,csv,64,2,14882,0.0,246.887,0.243977,0.39983,0.396515,25632.9,0.115,True,16
egernia-local,egernia,Q03,csv,64,3,14693,0.0,243.343,0.244293,0.39898,0.395383,25691.0,0.12,True,16
egernia-local,egernia,Q03,csv,8,1,11919,0.0,198.256,0.022074,0.155438,0.154418,25744.0,0.13,True,16
egernia-local,egernia,Q03,csv,8,2,11669,0.0,194.115,0.022613,0.157575,0.156623,25692.5,0.125,True,16
egernia-local,egernia,Q03,csv,8,3,11657,0.0,193.942,0.022445,0.156245,0.155503,25618.0,0.125,True,16
egernia-local,egernia,Q04,csv,32,1,15401,0.0,256.208,0.123851,0.177544,0.172102,60016.7,0.125,True,16
egernia-local,egernia,Q04,csv,32,2,15349,0.0,255.406,0.123261,0.159872,0.154429,60013.9,0.12,True,16
egernia-local,egernia,Q04,csv,32,3,15303,0.0,254.714,0.1236,0.160954,0.155571,60020.7,0.12,True,16
egernia-local,egernia,Q04,csv,64,1,14766,0.0,244.752,0.235983,0.38072,0.373588,60015.7,0.13,True,16
egernia-local,egernia,Q04,csv,64,2,14658,0.0,243.347,0.258461,0.311029,0.305057,60021.2,0.12,True,16
egernia-local,egernia,Q04,csv,64,3,14780,0.0,245.454,0.25865,0.326497,0.320981,60021.2,0.115,True,16
egernia-local,egernia,Q04,csv,8,1,13205,0.0,219.943,0.035391,0.04952,0.047604,60013.5,0.125,True,16
egernia-local,egernia,Q04,csv,8,2,13290,0.0,221.366,0.0351,0.04963,0.047644,60024.7,0.125,True,16
egernia-local,egernia,Q04,csv,8,3,13651,0.0,227.419,0.034251,0.045208,0.043509,60017.9,0.13,True,16
egernia-local,egernia,Q05,csv,32,1,18971,0.0,315.776,0.099102,0.139032,0.133624,3884.1,0.14,True,16
egernia-local,egernia,Q05,csv,32,2,18914,0.0,314.921,0.099406,0.13257,0.127066,3887.8,0.145,True,16
egernia-local,egernia,Q05,csv,32,3,18957,0.0,315.487,0.098812,0.152388,0.147049,3861.2,0.19,True,16
egernia-local,egernia,Q05,csv,64,1,17972,0.0,298.834,0.209227,0.263341,0.257682,3882.2,0.12,True,16
egernia-local,egernia,Q05,csv,64,2,17901,0.0,297.716,0.209636,0.265899,0.260422,3890.6,0.125,True,16
egernia-local,egernia,Q05,csv,64,3,17955,0.0,298.384,0.209721,0.258997,0.253537,3856.6,0.12,True,16
egernia-local,egernia,Q05,csv,8,1,20027,0.0,333.682,0.022876,0.036378,0.034551,3861.4,0.16,True,16
egernia-local,egernia,Q05,csv,8,2,20356,0.0,339.092,0.022664,0.031859,0.030363,3867.6,0.18,True,16
egernia-local,egernia,Q05,csv,8,3,20347,0.0,339.017,0.022707,0.032253,0.030759,3864.8,0.195,True,16
egernia-local,egernia,Q06,csv,32,1,15471,0.0,257.454,0.122224,0.17029,0.160205,71389.2,0.14,True,16
egernia-local,egernia,Q06,csv,32,2,15454,0.0,257.081,0.121863,0.159589,0.148871,71268.0,0.125,True,16
egernia-local,egernia,Q06,csv,32,3,15468,0.0,257.39,0.121857,0.179679,0.1697,71589.4,0.15,True,16
egernia-local,egernia,Q06,csv,64,1,14699,0.0,244.24,0.25882,0.322387,0.310989,71548.9,0.115,True,16
egernia-local,egernia,Q06,csv,64,2,14802,0.0,245.577,0.260107,0.333467,0.323682,71206.0,0.125,True,16
egernia-local,egernia,Q06,csv,64,3,14717,0.0,244.194,0.258181,0.326623,0.315628,71939.0,0.115,True,16
egernia-local,egernia,Q06,csv,8,1,14464,0.0,240.966,0.032086,0.048764,0.045615,71314.1,0.165,True,16
egernia-local,egernia,Q06,csv,8,2,13530,0.0,225.399,0.035519,0.055422,0.051452,71173.9,0.155,True,16
egernia-local,egernia,Q06,csv,8,3,13511,0.0,225.021,0.035565,0.055234,0.051413,71118.9,0.155,True,16
egernia-local,egernia,Q07,csv,32,1,17883,0.0,297.672,0.105065,0.137688,0.132179,20020.2,0.14,True,16
egernia-local,egernia,Q07,csv,32,2,17881,0.0,297.673,0.104945,0.13767,0.132095,20086.9,0.135,True,16
egernia-local,egernia,Q07,csv,32,3,17843,0.0,296.964,0.105954,0.145771,0.140798,20231.4,0.15,True,16
egernia-local,egernia,Q07,csv,64,1,16987,0.0,282.406,0.221904,0.274744,0.268632,19989.0,0.13,True,16
egernia-local,egernia,Q07,csv,64,2,16850,0.0,279.995,0.227212,0.306074,0.300352,20134.6,0.135,True,16
egernia-local,egernia,Q07,csv,64,3,16933,0.0,281.315,0.223056,0.286202,0.280704,20158.0,0.13,True,16
egernia-local,egernia,Q07,csv,8,1,16684,0.0,277.94,0.029288,0.046413,0.044252,19969.9,0.125,True,16
egernia-local,egernia,Q07,csv,8,2,17827,0.0,297.044,0.025928,0.040728,0.038893,19948.9,0.17,True,16
egernia-local,egernia,Q07,csv,8,3,17788,0.0,296.317,0.025995,0.040806,0.038951,20176.6,0.2,True,16
egernia-local,egernia,Q10,csv,32,1,10082,0.0,167.623,0.187881,0.24847,0.214828,298541.6,0.13,True,16
egernia-local,egernia,Q10,csv,32,2,10083,0.0,167.662,0.188225,0.240989,0.206169,298498.2,0.12,True,16
egernia-local,egernia,Q10,csv,32,3,10120,0.0,168.221,0.187688,0.25465,0.222809,298621.9,0.145,True,16
egernia-local,egernia,Q10,csv,64,1,9739,0.0,161.476,0.393803,0.479525,0.440873,298529.6,0.115,True,16
egernia-local,egernia,Q10,csv,64,2,9722,0.0,161.219,0.392628,0.469328,0.42666,298500.2,0.105,True,16
egernia-local,egernia,Q10,csv,64,3,9796,0.0,162.396,0.39193,0.502378,0.462836,298629.4,0.125,True,16
egernia-local,egernia,Q10,csv,8,1,8647,0.0,144.019,0.054463,0.074499,0.066461,298561.5,0.14,True,16
egernia-local,egernia,Q10,csv,8,2,8170,0.0,136.05,0.059743,0.082495,0.072452,298446.1,0.135,True,16
egernia-local,egernia,Q10,csv,8,3,7346,0.0,122.296,0.068403,0.08787,0.07597,298610.3,0.135,True,16
egernia-local,egernia,Q11,csv,32,1,1943,0.0,31.942,0.984894,1.293022,0.752383,2995883.8,0.11,True,16
egernia-local,egernia,Q11,csv,32,2,1850,0.0,30.365,1.27311,1.807208,1.085223,2996466.3,0.155,True,16
egernia-local,egernia,Q11,csv,32,3,1908,0.0,31.57,1.004875,1.25985,0.780011,2995904.6,0.11,True,16
egernia-local,egernia,Q11,csv,64,1,1874,0.0,30.623,2.077373,2.810649,2.121305,2995792.9,0.125,True,16
egernia-local,egernia,Q11,csv,64,2,1921,0.0,31.325,2.021293,2.509966,1.659096,2995191.6,0.11,True,16
egernia-local,egernia,Q11,csv,64,3,1926,0.0,31.52,2.026087,2.418967,1.600385,2996122.7,0.135,True,16
egernia-local,egernia,Q11,csv,8,1,1401,0.0,23.236,0.34291,0.420123,0.363328,2995696.9,0.09,True,16
egernia-local,egernia,Q11,csv,8,2,1225,0.0,20.253,0.403027,0.503426,0.408916,2995330.1,0.085,True,16
egernia-local,egernia,Q11,csv,8,3,1424,0.0,23.617,0.338312,0.416089,0.356865,2995536.4,0.085,True,16
egernia-local,egernia,Q12,csv,32,1,19269,0.0,320.827,0.097575,0.130191,0.124784,109.0,0.15,True,16
egernia-local,egernia,Q12,csv,32,2,19308,0.0,321.317,0.097497,0.130164,0.124792,109.0,0.135,True,16
egernia-local,egernia,Q12,csv,32,3,19239,0.0,320.324,0.097441,0.128323,0.122864,109.0,0.14,True,16
egernia-local,egernia,Q12,csv,64,1,18308,0.0,304.484,0.205576,0.255683,0.250073,109.0,0.13,True,16
egernia-local,egernia,Q12,csv,64,2,18358,0.0,305.293,0.204981,0.256581,0.250749,109.0,0.13,True,16
egernia-local,egernia,Q12,csv,64,3,18153,0.0,301.734,0.211202,0.289484,0.284154,109.0,0.15,True,16
egernia-local,egernia,Q12,csv,8,1,20909,0.0,348.412,0.022113,0.031083,0.029504,109.0,0.18,True,16
egernia-local,egernia,Q12,csv,8,2,21026,0.0,350.344,0.022026,0.030803,0.029291,109.0,0.185,True,16
egernia-local,egernia,Q12,csv,8,3,20432,0.0,340.417,0.022398,0.035583,0.033751,109.0,0.19,True,16
egernia-local,egernia,Q13,csv,32,1,1300,0.0,21.163,1.469512,2.250655,2.249809,2264.0,0.025,True,16
egernia-local,egernia,Q13,csv,32,2,1296,0.0,21.215,1.500863,2.181174,2.180697,2264.4,0.03,True,16
egernia-local,egernia,Q13,csv,32,3,1299,0.0,21.237,1.484591,2.083219,2.082656,2264.2,0.025,True,16
egernia-local,egernia,Q13,csv,64,1,1325,0.0,21.25,2.987601,3.548944,3.548295,2264.1,0.035,True,16
egernia-local,egernia,Q13,csv,64,2,1334,0.0,21.248,2.939849,3.698822,3.698227,2264.2,0.03,True,16
egernia-local,egernia,Q13,csv,64,3,1330,0.0,21.197,3.001123,3.52258,3.519344,2264.5,0.035,True,16
egernia-local,egernia,Q13,csv,8,1,1253,0.0,20.775,0.380903,0.531338,0.530636,2264.0,0.03,True,16
egernia-local,egernia,Q13,csv,8,2,1243,0.0,20.624,0.384244,0.521237,0.520672,2264.8,0.015,True,16
egernia-local,egernia,Q13,csv,8,3,1258,0.0,20.853,0.379123,0.523757,0.523313,2264.4,0.02,True,16
egernia-local,egernia,mix,csv,32,1,16592,0.0,275.873,0.110565,0.166285,0.154094,42336.8,0.125,True,16
egernia-local,egernia,mix,csv,32,2,16521,0.0,274.57,0.112003,0.173322,0.162918,42229.5,0.13,True,16
egernia-local,egernia,mix,csv,32,3,16423,0.0,273.082,0.111655,0.165285,0.153422,43436.0,0.135,True,16
egernia-local,egernia,mix,csv,64,1,15581,0.0,258.808,0.240096,0.325991,0.31648,42273.1,0.12,True,16
egernia-local,egernia,mix,csv,64,2,15603,0.0,259.199,0.240416,0.324694,0.316107,42113.7,0.125,True,16
egernia-local,egernia,mix,csv,64,3,15585,0.0,259.036,0.240006,0.328458,0.318298,43246.6,0.115,True,16
egernia-local,egernia,mix,csv,8,1,15563,0.0,259.23,0.026694,0.052299,0.048798,43034.4,0.155,True,16
egernia-local,egernia,mix,csv,8,2,15989,0.0,266.173,0.025615,0.051387,0.047667,42762.1,0.155,True,16
egernia-local,egernia,mix,csv,8,3,15985,0.0,266.316,0.025565,0.051347,0.047893,43183.5,0.165,True,16
egernia-local,egernia,Q01,votable,32,1,20721,0.0,345.03,0.090692,0.12156,0.115961,2682.0,0.15,True,16
egernia-local,egernia,Q01,votable,32,2,20707,0.0,344.666,0.09088,0.120631,0.115715,2682.0,0.155,True,16
egernia-local,egernia,Q01,votable,32,3,20778,0.0,345.879,0.090436,0.12177,0.116191,2682.0,0.15,True,16
egernia-local,egernia,Q01,votable,64,1,19590,0.0,325.877,0.19269,0.245544,0.239955,2682.0,0.16,True,16
egernia-local,egernia,Q01,votable,64,2,19605,0.0,326.034,0.191858,0.238048,0.232646,2682.0,0.135,True,16
egernia-local,egernia,Q01,votable,64,3,19610,0.0,326.005,0.194012,0.25795,0.252317,2682.0,0.15,True,16
egernia-local,egernia,Q01,votable,8,1,23172,0.0,386.109,0.018898,0.03289,0.031226,2682.0,0.21,True,16
egernia-local,egernia,Q01,votable,8,2,23061,0.0,384.13,0.020064,0.028015,0.026631,2682.0,0.19,True,16
egernia-local,egernia,Q01,votable,8,3,22631,0.0,377.037,0.020531,0.039627,0.03764,2682.0,0.245,True,16
egernia-local,egernia,Q02,votable,32,1,16476,0.0,274.161,0.114396,0.152979,0.147613,52516.5,0.12,True,16
egernia-local,egernia,Q02,votable,32,2,16518,0.0,274.893,0.113854,0.149063,0.143202,52523.9,0.12,True,16
egernia-local,egernia,Q02,votable,32,3,16521,0.0,274.898,0.114216,0.150514,0.14573,52523.0,0.125,True,16
egernia-local,egernia,Q02,votable,64,1,15724,0.0,261.272,0.240521,0.294404,0.288397,52517.2,0.12,True,16
egernia-local,egernia,Q02,votable,64,2,15694,0.0,260.734,0.241782,0.303499,0.297937,52521.9,0.115,True,16
egernia-local,egernia,Q02,votable,64,3,15673,0.0,260.51,0.242137,0.303841,0.298175,52523.8,0.115,True,16
egernia-local,egernia,Q02,votable,8,1,15867,0.0,264.372,0.029042,0.042184,0.040874,52517.7,0.145,True,16
egernia-local,egernia,Q02,votable,8,2,15490,0.0,258.09,0.029958,0.044594,0.042959,52523.5,0.15,True,16
egernia-local,egernia,Q02,votable,8,3,15398,0.0,256.539,0.029971,0.045719,0.044013,52522.5,0.155,True,16
egernia-local,egernia,Q03,votable,32,1,15478,0.0,257.076,0.117564,0.267658,0.265023,35816.0,0.13,True,16
egernia-local,egernia,Q03,votable,32,2,15466,0.0,256.992,0.103519,0.253869,0.251144,35670.6,0.135,True,16
egernia-local,egernia,Q03,votable,32,3,15451,0.0,256.592,0.104086,0.256288,0.253674,35684.9,0.125,True,16
egernia-local,egernia,Q03,votable,64,1,14788,0.0,245.385,0.24095,0.39322,0.389578,35817.5,0.13,True,16
egernia-local,egernia,Q03,votable,64,2,14752,0.0,244.543,0.252009,0.407986,0.404511,35656.0,0.115,True,16
egernia-local,egernia,Q03,votable,64,3,14759,0.0,244.793,0.25276,0.408535,0.405029,35747.2,0.125,True,16
egernia-local,egernia,Q03,votable,8,1,11629,0.0,193.447,0.023145,0.157179,0.156241,35828.0,0.12,True,16
egernia-local,egernia,Q03,votable,8,2,11567,0.0,192.459,0.022937,0.156963,0.155998,35728.5,0.125,True,16
egernia-local,egernia,Q03,votable,8,3,11576,0.0,192.512,0.022856,0.157193,0.156156,35705.3,0.12,True,16
egernia-local,egernia,Q04,votable,32,1,14831,0.0,246.804,0.127474,0.167438,0.156877,81043.5,0.135,True,16
egernia-local,egernia,Q04,votable,32,2,14764,0.0,245.726,0.128362,0.176255,0.164696,81038.4,0.135,True,16
egernia-local,egernia,Q04,votable,32,3,14745,0.0,245.304,0.128886,0.184739,0.174974,81034.6,0.15,True,16
egernia-local,egernia,Q04,votable,64,1,14105,0.0,234.301,0.268453,0.326523,0.314576,81042.0,0.115,True,16
egernia-local,egernia,Q04,votable,64,2,14014,0.0,232.781,0.270306,0.330945,0.318645,81049.2,0.115,True,16
egernia-local,egernia,Q04,votable,64,3,14056,0.0,233.413,0.269816,0.327292,0.314361,81042.9,0.115,True,16
egernia-local,egernia,Q04,votable,8,1,13100,0.0,218.214,0.035715,0.047299,0.044282,81036.9,0.145,True,16
egernia-local,egernia,Q04,votable,8,2,12778,0.0,212.868,0.036493,0.051266,0.048019,81042.1,0.15,True,16
egernia-local,egernia,Q04,votable,8,3,12780,0.0,212.911,0.036478,0.051475,0.047981,81038.8,0.145,True,16
egernia-local,egernia,Q05,votable,32,1,18915,0.0,314.846,0.0997,0.132443,0.127511,6940.6,0.14,True,16
egernia-local,egernia,Q05,votable,32,2,18859,0.0,313.864,0.099554,0.130964,0.125181,6935.2,0.13,True,16
egernia-local,egernia,Q05,votable,32,3,18772,0.0,312.497,0.10028,0.146816,0.141532,6917.5,0.135,True,16
egernia-local,egernia,Q05,votable,64,1,17882,0.0,297.399,0.210215,0.262839,0.256538,6936.1,0.125,True,16
egernia-local,egernia,Q05,votable,64,2,17682,0.0,293.994,0.213651,0.271901,0.265869,6962.8,0.135,True,16
egernia-local,egernia,Q05,votable,64,3,17611,0.0,292.841,0.213892,0.264658,0.258484,6913.7,0.125,True,16
egernia-local,egernia,Q05,votable,8,1,18731,0.0,312.057,0.026896,0.042466,0.040413,6922.6,0.195,True,16
egernia-local,egernia,Q05,votable,8,2,19895,0.0,331.502,0.023007,0.036398,0.03474,6892.4,0.18,True,16
egernia-local,egernia,Q05,votable,8,3,19863,0.0,330.992,0.023072,0.036248,0.034524,6911.8,0.175,True,16
egernia-local,egernia,Q06,votable,32,1,15064,0.0,250.631,0.124344,0.19271,0.180777,96089.7,0.145,True,16
egernia-local,egernia,Q06,votable,32,2,15036,0.0,250.153,0.125301,0.168443,0.15515,95960.4,0.134,True,16
egernia-local,egernia,Q06,votable,32,3,14969,0.0,249.033,0.125857,0.169677,0.156198,96375.2,0.135,True,16
egernia-local,egernia,Q06,votable,64,1,14361,0.0,238.262,0.266872,0.358908,0.345441,96046.2,0.13,True,16
egernia-local,egernia,Q06,votable,64,2,14394,0.0,239.113,0.26284,0.375181,0.361498,95886.9,0.135,True,16
egernia-local,egernia,Q06,votable,64,3,14330,0.0,238.046,0.271539,0.371092,0.358234,96594.4,0.13,True,16
egernia-local,egernia,Q06,votable,8,1,14382,0.0,239.583,0.032389,0.04664,0.043279,95973.9,0.16,True,16
egernia-local,egernia,Q06,votable,8,2,13116,0.0,218.454,0.036477,0.057628,0.052682,95958.2,0.19,True,16
egernia-local,egernia,Q06,votable,8,3,14002,0.0,233.265,0.03315,0.051047,0.04711,95923.3,0.165,True,16
egernia-local,egernia,Q07,votable,32,1,17584,0.0,292.678,0.107086,0.14326,0.137129,28212.9,0.135,True,16
egernia-local,egernia,Q07,votable,32,2,17536,0.0,291.935,0.107089,0.143404,0.137463,28368.6,0.13,True,16
egernia-local,egernia,Q07,votable,32,3,17598,0.0,292.98,0.107007,0.142963,0.136661,28459.0,0.13,True,16
egernia-local,egernia,Q07,votable,64,1,16711,0.0,277.843,0.225867,0.280022,0.273546,28262.7,0.12,True,16
egernia-local,egernia,Q07,votable,64,2,16680,0.0,277.143,0.225788,0.280435,0.274032,28331.0,0.12,True,16
egernia-local,egernia,Q07,votable,64,3,16643,0.0,276.424,0.231509,0.294926,0.288926,28420.5,0.12,True,16
egernia-local,egernia,Q07,votable,8,1,17545,0.0,292.348,0.02637,0.041502,0.039461,28305.1,0.175,True,16
egernia-local,egernia,Q07,votable,8,2,18021,0.0,300.235,0.025814,0.037356,0.035494,28122.3,0.18,True,16
egernia-local,egernia,Q07,votable,8,3,17506,0.0,291.649,0.026451,0.041215,0.039339,28291.8,0.2,True,16
egernia-local,egernia,Q10,votable,32,1,9444,0.0,157.076,0.20141,0.260675,0.211172,396312.2,0.12,True,16
egernia-local,egernia,Q10,votable,32,2,9447,0.0,157.025,0.200215,0.278331,0.229016,396253.0,0.125,True,16
egernia-local,egernia,Q10,votable,32,3,9387,0.0,156.038,0.202586,0.265639,0.219426,396372.2,0.12,True,16
egernia-local,egernia,Q10,votable,64,1,9116,0.0,151.041,0.420019,0.560443,0.498396,396313.8,0.12,True,16
egernia-local,egernia,Q10,votable,64,2,9106,0.0,150.829,0.420241,0.509055,0.449185,396261.7,0.11,True,16
egernia-local,egernia,Q10,votable,64,3,9108,0.0,150.95,0.419302,0.504522,0.449337,396358.9,0.12,True,16
egernia-local,egernia,Q10,votable,8,1,8056,0.0,134.181,0.058529,0.079847,0.069291,396291.6,0.125,True,16
egernia-local,egernia,Q10,votable,8,2,7996,0.0,133.179,0.059031,0.080785,0.07018,396226.0,0.135,True,16
egernia-local,egernia,Q10,votable,8,3,8016,0.0,133.478,0.059028,0.080182,0.070209,396366.5,0.13,True,16
egernia-local,egernia,Q11,votable,32,1,1545,0.0,25.424,1.21802,1.911452,1.281815,3957625.6,0.115,True,16
egernia-local,egernia,Q11,votable,32,2,1693,0.0,27.908,1.130849,1.577632,0.975352,3956343.6,0.12,True,16
egernia-local,egernia,Q11,votable,32,3,1534,0.0,25.259,1.236011,1.88824,1.334372,3957152.0,0.115,True,16
egernia-local,egernia,Q11,votable,64,1,1659,0.0,26.721,2.301152,3.1533,2.388045,3957287.3,0.13,True,16
egernia-local,egernia,Q11,votable,64,2,1590,0.0,25.612,2.23452,4.057658,3.024954,3957425.5,0.135,True,16
egernia-local,egernia,Q11,votable,64,3,1575,0.0,25.453,2.249813,4.096315,2.997068,3957691.5,0.135,True,16
egernia-local,egernia,Q11,votable,8,1,1229,0.0,20.396,0.38668,0.491524,0.413149,3957203.2,0.105,True,16
egernia-local,egernia,Q11,votable,8,2,1259,0.0,20.857,0.377119,0.480835,0.393592,3956441.8,0.1,True,16
egernia-local,egernia,Q11,votable,8,3,1239,0.0,20.57,0.387578,0.484128,0.406282,3957147.4,0.1,True,16
egernia-local,egernia,Q12,votable,32,1,18958,0.0,315.611,0.098901,0.153058,0.147687,1943.0,0.135,True,16
egernia-local,egernia,Q12,votable,32,2,18910,0.0,314.875,0.099094,0.13079,0.125363,1943.0,0.15,True,16
egernia-local,egernia,Q12,votable,32,3,18920,0.0,314.816,0.099392,0.152152,0.14685,1943.0,0.145,True,16
egernia-local,egernia,Q12,votable,64,1,17802,0.0,295.773,0.215955,0.294854,0.289379,1943.0,0.14,True,16
egernia-local,egernia,Q12,votable,64,2,17941,0.0,298.358,0.209756,0.264848,0.258684,1943.0,0.135,True,16
egernia-local,egernia,Q12,votable,64,3,17920,0.0,298.007,0.211114,0.267604,0.261773,1943.0,0.13,True,16
egernia-local,egernia,Q12,votable,8,1,20156,0.0,335.852,0.022659,0.035962,0.034294,1943.0,0.2,True,16
egernia-local,egernia,Q12,votable,8,2,20157,0.0,335.845,0.022727,0.035972,0.034176,1943.0,0.19,True,16
egernia-local,egernia,Q12,votable,8,3,20179,0.0,336.166,0.022801,0.035783,0.034105,1943.0,0.2,True,16
egernia-local,egernia,Q13,votable,32,1,1279,0.0,20.795,1.457404,2.302758,2.302292,4628.1,0.025,True,16
egernia-local,egernia,Q13,votable,32,2,1273,0.0,20.808,1.522147,1.924672,1.92406,4628.4,0.025,True,16
egernia-local,egernia,Q13,votable,32,3,1279,0.0,20.88,1.518312,2.043451,2.041867,4628.3,0.025,True,16
egernia-local,egernia,Q13,votable,64,1,1316,0.0,20.852,3.035396,3.719441,3.718837,4627.8,0.035,True,16
egernia-local,egernia,Q13,votable,64,2,1303,0.0,20.78,3.070417,3.494954,3.494374,4628.3,0.035,True,16
egernia-local,egernia,Q13,votable,64,3,1305,0.0,20.739,2.80495,4.054101,4.049635,4628.4,0.03,True,16
egernia-local,egernia,Q13,votable,8,1,1251,0.0,20.747,0.380405,0.531,0.530363,4627.9,0.025,True,16
egernia-local,egernia,Q13,votable,8,2,1238,0.0,20.54,0.386753,0.534387,0.533755,4628.9,0.025,True,16
egernia-local,egernia,Q13,votable,8,3,1247,0.0,20.711,0.384324,0.529973,0.529409,4628.4,0.025,True,16
egernia-local,egernia,mix,votable,32,1,16117,0.0,268.226,0.113412,0.176913,0.159293,57971.0,0.13,True,16
egernia-local,egernia,mix,votable,32,2,16105,0.0,267.603,0.113307,0.173887,0.156287,57472.1,0.13,True,16
egernia-local,egernia,mix,votable,32,3,16094,0.0,267.388,0.114915,0.181264,0.166313,58924.9,0.13,True,16
egernia-local,egernia,mix,votable,64,1,15359,0.0,254.823,0.245296,0.331576,0.318582,57327.4,0.12,True,16
egernia-local,egernia,mix,votable,64,2,15288,0.0,253.295,0.252148,0.346222,0.333001,57785.8,0.135,True,16
egernia-local,egernia,mix,votable,64,3,15248,0.0,253.357,0.245717,0.332724,0.319361,58744.7,0.135,True,16
egernia-local,egernia,mix,votable,8,1,15496,0.0,258.181,0.026504,0.055261,0.050235,58616.1,0.165,True,16
egernia-local,egernia,mix,votable,8,2,15515,0.0,258.466,0.026553,0.055218,0.050624,58057.0,0.16,True,16
egernia-local,egernia,mix,votable,8,3,15496,0.0,257.755,0.0265,0.054776,0.049965,58852.2,0.17,True,16
dachs-local,dachs,Q01,csv,32,1,985,0.0,15.921,2.003945,2.1539,2.153434,978.0,0.02,True,24
dachs-local,dachs,Q01,csv,32,2,993,0.0,16.086,1.981006,2.143209,2.142571,978.0,0.02,True,24
dachs-local,dachs,Q01,csv,32,3,975,0.0,15.76,2.006015,2.170219,2.169732,978.0,0.02,True,24
dachs-local,dachs,Q01,csv,64,1,1016,0.0,15.968,3.997347,4.233875,4.233458,978.0,0.025,True,24
dachs-local,dachs,Q01,csv,64,2,1012,0.0,15.821,4.006922,4.19473,4.194218,978.0,0.025,True,24
dachs-local,dachs,Q01,csv,64,3,1022,0.0,16.043,3.982931,4.172113,4.171632,978.0,0.025,True,24
dachs-local,dachs,Q01,csv,8,1,1059,0.0,17.543,0.46353,0.555456,0.554993,978.0,0.015,True,24
dachs-local,dachs,Q01,csv,8,2,1066,0.0,17.679,0.461579,0.562065,0.561607,978.0,0.015,True,24
dachs-local,dachs,Q01,csv,8,3,1064,0.0,17.616,0.460888,0.549722,0.549124,978.0,0.02,True,24
dachs-local,dachs,Q02,csv,32,1,679,0.0,10.849,2.909466,3.113186,3.112753,37393.0,0.015,True,24
dachs-local,dachs,Q02,csv,32,2,672,0.0,10.844,2.925119,3.149335,3.148855,37411.8,0.025,True,24
dachs-local,dachs,Q02,csv,32,3,687,0.0,10.965,2.872927,3.150896,3.15053,37427.5,0.02,True,24
dachs-local,dachs,Q02,csv,64,1,705,0.0,10.869,5.774813,6.136604,6.136109,37407.9,0.025,True,24
dachs-local,dachs,Q02,csv,64,2,704,0.0,11.032,5.822474,6.060965,6.060452,37411.1,0.025,True,24
dachs-local,dachs,Q02,csv,64,3,704,0.0,11.013,5.765883,6.026635,6.026126,37428.4,0.025,True,24
dachs-local,dachs,Q02,csv,8,1,701,0.0,11.64,0.683846,0.872936,0.872456,37406.0,0.015,True,24
dachs-local,dachs,Q02,csv,8,2,702,0.0,11.605,0.68985,0.867121,0.866597,37407.9,0.015,True,24
dachs-local,dachs,Q02,csv,8,3,682,0.0,11.287,0.685021,0.845259,0.844799,37433.6,0.015,True,24
dachs-local,dachs,Q03,csv,32,1,711,0.0,11.391,2.759269,2.97813,2.977658,25851.2,0.02,True,24
dachs-local,dachs,Q03,csv,32,2,710,0.0,11.351,2.782952,2.990908,2.990292,25471.5,0.02,True,24
dachs-local,dachs,Q03,csv,32,3,715,0.0,11.451,2.761255,2.983722,2.98307,24865.9,0.025,True,24
dachs-local,dachs,Q03,csv,64,1,729,0.0,11.189,5.535341,5.77849,5.77801,25891.7,0.03,True,24
dachs-local,dachs,Q03,csv,64,2,723,0.0,11.084,5.546497,5.838002,5.837568,25494.5,0.025,True,24
dachs-local,dachs,Q03,csv,64,3,729,0.0,11.142,5.544529,5.796795,5.79625,24867.1,0.025,True,24
dachs-local,dachs,Q03,csv,8,1,730,0.0,12.105,0.669839,0.819828,0.819353,25333.5,0.015,True,24
dachs-local,dachs,Q03,csv,8,2,731,0.0,12.086,0.66869,0.825496,0.824983,25289.7,0.02,True,24
dachs-local,dachs,Q03,csv,8,3,728,0.0,12.037,0.664305,0.813727,0.813263,24856.4,0.015,True,24
dachs-local,dachs,Q04,csv,32,1,706,0.0,11.454,2.788683,2.997344,2.996816,58461.2,0.02,True,24
dachs-local,dachs,Q04,csv,32,2,704,0.0,11.438,2.79151,2.991486,2.991043,58456.0,0.02,True,24
dachs-local,dachs,Q04,csv,32,3,710,0.0,11.366,2.777772,2.985077,2.984365,58491.5,0.02,True,24
dachs-local,dachs,Q04,csv,64,1,709,0.0,10.878,5.635756,5.890329,5.889764,58465.7,0.03,True,24
