target,tier,query_class,response_format,concurrency,repetition,requests,rps,window_seconds,coverage,cpu_seconds,cpu_cores,cpu_seconds_per_request,mem_mean_bytes,mem_peak_bytes,api_workers
dachs-local,8,Q05,csv,32,3,512,8.209,64.539571,0.93678,429.638316,6.656975,0.839137,1259341666.461539,1322414080,
dachs-local,8,Q05,csv,64,1,513,7.871,67.651744,0.893588,442.475265,6.540486,0.862525,1236445341.538461,1307140096,
dachs-local,8,Q05,csv,64,2,513,7.765,68.330813,0.884704,450.066837,6.586587,0.877323,1264679069.538461,1326886912,
dachs-local,8,Q05,csv,64,3,512,8.177,67.574704,0.968979,447.031401,6.615366,0.873108,1234499584.0,1289723904,
dachs-local,8,Q05,csv,8,1,477,7.832,61.370499,0.902505,377.212173,6.146474,0.790801,1216105472.0,1302802432,
dachs-local,8,Q05,csv,8,2,476,7.813,61.58708,0.899572,379.912212,6.1687,0.798135,1233464320.0,1320300544,
dachs-local,8,Q05,csv,8,3,473,7.79,61.067947,0.98971,372.761717,6.104049,0.78808,1216556740.923077,1315086336,
dachs-local,8,Q06,csv,32,1,499,7.792,64.809625,0.93282,411.996562,6.357027,0.825644,1230488812.307692,1318895616,
dachs-local,8,Q06,csv,32,2,505,7.948,65.67575,0.920608,421.844756,6.423143,0.835336,1236176896.0,1325355008,
dachs-local,8,Q06,csv,32,3,503,7.925,65.575836,0.921946,420.423469,6.411256,0.835832,1238395667.692308,1283059712,
dachs-local,8,Q06,csv,64,1,513,7.612,69.35779,0.944008,442.291202,6.376951,0.862166,1228235337.142857,1306714112,
dachs-local,8,Q06,csv,64,2,514,7.608,68.212463,0.885964,442.611983,6.488726,0.861113,1231889644.307692,1288568832,
dachs-local,8,Q06,csv,64,3,520,7.679,67.748966,0.892407,436.214739,6.438692,0.838874,1252146884.923077,1318600704,
dachs-local,8,Q06,csv,8,1,471,7.729,61.075972,0.906916,370.261989,6.062318,0.786119,1236074837.333333,1316995072,
dachs-local,8,Q06,csv,8,2,467,7.684,61.239984,0.986525,364.682675,5.954977,0.780905,1217113481.846154,1273831424,
dachs-local,8,Q06,csv,8,3,473,7.802,60.949105,0.908621,369.729749,6.066205,0.78167,1225986048.0,1265438720,
dachs-local,8,Q07,csv,32,1,480,7.729,64.607417,0.857551,421.358663,6.521831,0.877831,1216764928.0,1293164544,
dachs-local,8,Q07,csv,32,2,480,7.566,65.599031,0.921652,422.957356,6.447616,0.881161,1236803268.923077,1313296384,
dachs-local,8,Q07,csv,32,3,480,7.679,65.005946,0.929806,421.754243,6.487933,0.878655,1245410855.384615,1283743744,
dachs-local,8,Q07,csv,64,1,512,7.856,70.043574,0.934936,458.792728,6.550104,0.89608,1243480064.0,1317806080,
