target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok
argus-final,argus,Q10,csv,8,1,8562,0.0,141.602,0.048995,0.062708,0.036741,297985.5,0.375,True
argus-final,argus,Q10,csv,8,2,9619,0.0,160.219,0.048956,0.0622,0.036586,297937.1,0.38,True
argus-final,argus,Q10,csv,8,3,9688,0.0,161.326,0.049019,0.061474,0.036384,298047.7,0.36,True
argus-final,argus,Q11,csv,1,1,362,0.0,6.025,0.164944,0.17258,0.017108,2995939.0,0.365,True
argus-final,argus,Q11,csv,1,2,362,0.0,6.025,0.164526,0.175552,0.017549,2994156.3,0.35,True
argus-final,argus,Q11,csv,1,3,364,0.0,6.051,0.164983,0.171887,0.017331,2995406.2,0.37,True
argus-final,argus,Q11,csv,32,1,1723,0.0,28.186,1.131814,1.212939,0.930517,2996287.1,0.39,True
argus-final,argus,Q11,csv,32,2,1723,0.0,28.217,1.133254,1.21668,0.930953,2995388.3,0.375,True
argus-final,argus,Q11,csv,32,3,1726,0.0,28.255,1.129585,1.207633,0.923349,2996167.9,0.395,True
argus-final,argus,Q11,csv,4,1,1162,0.0,19.304,0.206392,0.231489,0.027745,2995591.5,0.335,True
argus-final,argus,Q11,csv,4,2,1154,0.0,19.173,0.207469,0.232769,0.028215,2995636.5,0.365,True
argus-final,argus,Q11,csv,4,3,1157,0.0,19.228,0.207857,0.231042,0.02786,2997098.8,0.36,True
argus-final,argus,Q11,csv,8,1,1657,0.0,27.518,0.290027,0.3343,0.043046,2996182.6,0.485,True
argus-final,argus,Q11,csv,8,2,1650,0.0,27.395,0.292191,0.333069,0.043721,2995334.7,0.505,True
argus-final,argus,Q11,csv,8,3,1655,0.0,27.479,0.290922,0.336743,0.043886,2995502.7,0.485,True
argus-final,argus,Q12,csv,1,1,148,0.0,2.459,0.406077,0.412713,0.410284,109.0,0.015,True
argus-final,argus,Q12,csv,1,2,148,0.0,2.465,0.404725,0.4144,0.411759,109.0,0.015,True
argus-final,argus,Q12,csv,1,3,150,0.0,2.484,0.402331,0.407728,0.40514,109.0,0.015,True
argus-final,argus,Q12,csv,32,1,897,0.0,14.482,2.18732,2.282482,2.275726,109.0,0.025,True
argus-final,argus,Q12,csv,32,2,897,0.0,14.499,2.185261,2.285482,2.280938,109.0,0.025,True
argus-final,argus,Q12,csv,32,3,896,0.0,14.578,2.198123,2.278503,2.273296,109.0,0.025,True
argus-final,argus,Q12,csv,4,1,576,0.0,9.556,0.406356,0.510293,0.507397,109.0,0.015,True
argus-final,argus,Q12,csv,4,2,585,0.0,9.686,0.404981,0.427299,0.424915,109.0,0.015,True
argus-final,argus,Q12,csv,4,3,596,0.0,9.867,0.404448,0.410447,0.407472,109.0,0.015,True
argus-final,argus,Q12,csv,8,1,896,0.0,14.801,0.541216,0.581463,0.576495,109.0,0.02,True
argus-final,argus,Q12,csv,8,2,873,0.0,14.465,0.552995,0.576864,0.572937,109.0,0.02,True
argus-final,argus,Q12,csv,8,3,887,0.0,14.697,0.547754,0.57681,0.572744,109.0,0.02,True
argus-final,argus,Q13,csv,1,1,170,0.0,2.822,0.364691,0.396684,0.394356,2267.1,0.015,True
argus-final,argus,Q13,csv,1,2,168,0.0,2.799,0.366921,0.40262,0.39985,2266.4,0.015,True
argus-final,argus,Q13,csv,1,3,168,0.0,2.797,0.345178,0.404927,0.401882,2262.5,0.015,True
argus-final,argus,Q13,csv,32,1,1089,0.0,17.634,1.794755,1.966145,1.961473,2264.6,0.025,True
argus-final,argus,Q13,csv,32,2,1088,0.0,17.621,1.798128,1.989301,1.983136,2264.5,0.025,True
argus-final,argus,Q13,csv,32,3,1093,0.0,17.76,1.792126,1.950701,1.946079,2264.3,0.025,True
argus-final,argus,Q13,csv,4,1,648,0.0,10.747,0.367406,0.473441,0.470216,2265.7,0.015,True
argus-final,argus,Q13,csv,4,2,676,0.0,11.206,0.362317,0.399711,0.397193,2264.5,0.015,True
argus-final,argus,Q13,csv,4,3,681,0.0,11.293,0.355163,0.400684,0.397383,2263.2,0.02,True
argus-final,argus,Q13,csv,8,1,1043,0.0,17.271,0.45334,0.552937,0.54901,2264.2,0.02,True
argus-final,argus,Q13,csv,8,2,1037,0.0,17.176,0.464359,0.551336,0.54604,2265.0,0.025,True
argus-final,argus,Q13,csv,8,3,1052,0.0,17.424,0.450836,0.552796,0.549498,2264.1,0.02,True
argus-final,argus,mix,csv,1,1,240,0.0,3.978,0.382071,0.407864,0.405311,37262.0,0.025,True
argus-final,argus,mix,csv,1,2,240,0.0,3.981,0.385321,0.413838,0.409227,39800.2,0.02,True
argus-final,argus,mix,csv,1,3,260,0.0,4.329,0.350645,0.413443,0.409992,50443.6,0.035,True
argus-final,argus,mix,csv,32,1,1506,0.0,24.614,1.317354,1.727918,1.720327,41526.2,0.035,True
argus-final,argus,mix,csv,32,2,1483,0.0,24.157,1.355053,1.734264,1.726495,42638.9,0.035,True
argus-final,argus,mix,csv,32,3,1534,0.0,25.096,1.308461,1.672804,1.668945,44224.1,0.03,True
argus-final,argus,mix,csv,4,1,868,0.0,14.384,0.391949,0.536652,0.532857,42208.4,0.03,True
argus-final,argus,mix,csv,4,2,870,0.0,14.417,0.392775,0.531031,0.527828,41966.3,0.025,True
argus-final,argus,mix,csv,4,3,950,0.0,15.727,0.383422,0.496292,0.492035,43063.0,0.035,True
argus-final,argus,mix,csv,8,1,1445,0.0,23.913,0.495153,0.575794,0.570525,42073.9,0.035,True
argus-final,argus,mix,csv,8,2,1407,0.0,23.336,0.497559,0.580862,0.574147,43316.1,0.04,True
argus-final,argus,mix,csv,8,3,1469,0.0,24.329,0.489431,0.575725,0.571371,42302.1,0.04,True
argus-final,argus,Q01,votable,1,1,5708,0.0,95.124,0.010238,0.012104,0.009752,2254.0,0.26,True
argus-final,argus,Q01,votable,1,2,5742,0.0,95.692,0.01025,0.011916,0.009591,2254.0,0.26,True
argus-final,argus,Q01,votable,1,3,5717,0.0,95.269,0.010332,0.011801,0.009544,2254.0,0.255,True
argus-final,argus,Q01,votable,32,1,31907,0.0,531.459,0.054841,0.064787,0.053194,2254.0,0.41,True
argus-final,argus,Q01,votable,32,2,33939,0.0,565.325,0.054671,0.064975,0.053404,2254.0,0.39,True
argus-final,argus,Q01,votable,32,3,31807,0.0,529.778,0.055065,0.066105,0.053853,2254.0,0.375,True
argus-final,argus,Q01,votable,4,1,16882,0.0,281.313,0.013673,0.016391,0.012968,2254.0,0.235,True
argus-final,argus,Q01,votable,4,2,15260,0.0,254.292,0.013674,0.016514,0.013068,2254.0,0.235,True
argus-final,argus,Q01,votable,4,3,17249,0.0,287.461,0.013717,0.016377,0.012958,2254.0,0.23,True
argus-final,argus,Q01,votable,8,1,25061,0.0,417.588,0.017914,0.02177,0.017127,2254.0,0.35,True
argus-final,argus,Q01,votable,8,2,23911,0.0,398.456,0.01797,0.02185,0.017089,2254.0,0.345,True
argus-final,argus,Q01,votable,8,3,26543,0.0,442.31,0.017861,0.021665,0.016978,2254.0,0.36,True
argus-final,argus,Q02,votable,1,1,158,0.0,2.629,0.380308,0.385639,0.381277,53731.8,0.015,True
argus-final,argus,Q02,votable,1,2,156,0.0,2.587,0.38641,0.392475,0.38825,53658.3,0.015,True
argus-final,argus,Q02,votable,1,3,155,0.0,2.576,0.387875,0.39526,0.3911,53671.8,0.02,True
argus-final,argus,Q02,votable,32,1,994,0.0,16.15,1.969633,2.072051,2.06417,53706.9,0.025,True
argus-final,argus,Q02,votable,32,2,992,0.0,16.136,1.968374,2.064205,2.057102,53707.8,0.025,True
argus-final,argus,Q02,votable,32,3,992,0.0,16.158,1.972076,2.065405,2.054701,53722.8,0.025,True
argus-final,argus,Q02,votable,4,1,565,0.0,9.355,0.397773,0.487858,0.483362,53712.1,0.015,True
argus-final,argus,Q02,votable,4,2,550,0.0,9.109,0.427005,0.491988,0.48783,53714.9,0.015,True
argus-final,argus,Q02,votable,4,3,558,0.0,9.231,0.395079,0.490097,0.485483,53704.8,0.02,True
argus-final,argus,Q02,votable,8,1,960,0.0,15.893,0.499911,0.524461,0.519157,53706.1,0.025,True
argus-final,argus,Q02,votable,8,2,966,0.0,16.0,0.49494,0.533692,0.527476,53703.2,0.025,True
argus-final,argus,Q02,votable,8,3,965,0.0,15.948,0.496465,0.532223,0.525052,53732.6,0.02,True
argus-final,argus,Q03,votable,1,1,2465,0.0,41.072,0.014988,0.079867,0.077222,36695.9,0.165,True
argus-final,argus,Q03,votable,1,2,2454,0.0,40.894,0.014547,0.079998,0.077466,36400.6,0.155,True
argus-final,argus,Q03,votable,1,3,2507,0.0,41.734,0.014873,0.07996,0.077358,36906.4,0.165,True
argus-final,argus,Q03,votable,32,1,14904,0.0,247.684,0.1142,0.239216,0.230288,36946.9,0.205,True
argus-final,argus,Q03,votable,32,2,14824,0.0,246.691,0.114966,0.239269,0.231096,36789.0,0.195,True
argus-final,argus,Q03,votable,32,3,14805,0.0,245.819,0.115098,0.241099,0.232849,36785.2,0.215,True
argus-final,argus,Q03,votable,4,1,8066,0.0,134.411,0.019394,0.093659,0.090159,36777.4,0.165,True
argus-final,argus,Q03,votable,4,2,8049,0.0,134.139,0.0194,0.094191,0.090722,36761.3,0.175,True
argus-final,argus,Q03,votable,4,3,8077,0.0,134.42,0.019379,0.093875,0.090533,36784.9,0.155,True
argus-final,argus,Q03,votable,8,1,12077,0.0,200.988,0.027427,0.115853,0.109793,36854.8,0.225,True
argus-final,argus,Q03,votable,8,2,12229,0.0,203.512,0.027344,0.115432,0.110093,36804.5,0.225,True
argus-final,argus,Q03,votable,8,3,12113,0.0,201.64,0.02738,0.11515,0.109429,36762.9,0.205,True
argus-final,argus,Q04,votable,1,1,3067,0.0,51.106,0.019472,0.021288,0.016656,82211.6,0.2,True
argus-final,argus,Q04,votable,1,2,3121,0.0,52.001,0.019194,0.021708,0.016897,82208.1,0.205,True
argus-final,argus,Q04,votable,1,3,2992,0.0,49.861,0.019954,0.022328,0.017374,82186.2,0.21,True
argus-final,argus,Q04,votable,32,1,17127,0.0,285.034,0.111876,0.129588,0.113733,82195.6,0.28,True
argus-final,argus,Q04,votable,32,2,16841,0.0,280.263,0.112761,0.131366,0.11488,82201.1,0.255,True
argus-final,argus,Q04,votable,32,3,17035,0.0,283.515,0.112395,0.129871,0.114449,82193.9,0.261,True
argus-final,argus,Q04,votable,4,1,9272,0.0,154.499,0.025495,0.030894,0.02385,82198.9,0.2,True
argus-final,argus,Q04,votable,4,2,9294,0.0,154.84,0.025444,0.030618,0.023639,82207.5,0.19,True
argus-final,argus,Q04,votable,4,3,9250,0.0,154.107,0.025531,0.030797,0.023776,82192.5,0.195,True
argus-final,argus,Q04,votable,8,1,13871,0.0,231.035,0.034178,0.042515,0.032529,82194.4,0.285,True
argus-final,argus,Q04,votable,8,2,13871,0.0,231.089,0.034103,0.04247,0.032506,82200.0,0.29,True
argus-final,argus,Q04,votable,8,3,13706,0.0,228.339,0.03426,0.042622,0.032619,82198.9,0.27,True
argus-final,argus,Q05,votable,1,1,150,0.0,2.496,0.400157,0.406867,0.402888,7684.7,0.015,True
argus-final,argus,Q05,votable,1,2,151,0.0,2.51,0.398209,0.403818,0.401454,8052.8,0.015,True
argus-final,argus,Q05,votable,1,3,150,0.0,2.499,0.400019,0.406347,0.403694,8308.8,0.015,True
argus-final,argus,Q05,votable,32,1,869,0.0,14.014,2.196544,2.872643,2.298945,8151.2,0.025,True
argus-final,argus,Q05,votable,32,2,898,0.0,14.457,2.199649,2.315649,2.30751,7969.8,0.025,True
argus-final,argus,Q05,votable,32,3,897,0.0,14.483,2.198883,2.282353,2.276662,8123.2,0.025,True
argus-final,argus,Q05,votable,4,1,516,0.0,8.543,0.414315,0.552404,0.5492,7735.3,0.015,True
argus-final,argus,Q05,votable,4,2,513,0.0,8.535,0.415001,0.552096,0.54932,7924.5,0.015,True
argus-final,argus,Q05,votable,4,3,516,0.0,8.535,0.415309,0.551327,0.548838,8354.8,0.015,True
argus-final,argus,Q05,votable,8,1,870,0.0,14.405,0.553479,0.589646,0.585266,8134.6,0.02,True
argus-final,argus,Q05,votable,8,2,877,0.0,14.502,0.551077,0.580035,0.57487,8138.7,0.02,True
argus-final,argus,Q05,votable,8,3,871,0.0,14.412,0.554141,0.588498,0.58544,8161.6,0.02,True
argus-final,argus,Q06,votable,1,1,150,0.0,2.49,0.403773,0.4101,0.403454,97457.9,0.02,True
argus-final,argus,Q06,votable,1,2,154,0.0,2.558,0.402895,0.408908,0.40294,98160.1,0.015,True
argus-final,argus,Q06,votable,1,3,151,0.0,2.507,0.404119,0.409497,0.403995,89012.8,0.02,True
argus-final,argus,Q06,votable,32,1,897,0.0,14.548,2.209175,2.301253,2.292588,99533.9,0.03,True
argus-final,argus,Q06,votable,32,2,900,0.0,14.511,2.209494,2.316305,2.305587,97048.5,0.03,True
argus-final,argus,Q06,votable,32,3,898,0.0,14.45,2.193592,2.31746,2.306142,93785.8,0.035,True
argus-final,argus,Q06,votable,4,1,515,0.0,8.548,0.414492,0.558858,0.552566,97748.3,0.03,True
argus-final,argus,Q06,votable,4,2,575,0.0,9.546,0.413617,0.546713,0.541178,98951.6,0.02,True
argus-final,argus,Q06,votable,4,3,589,0.0,9.781,0.411946,0.421073,0.41466,92657.6,0.02,True
argus-final,argus,Q06,votable,8,1,863,0.0,14.283,0.563807,0.599622,0.591223,98751.1,0.025,True
argus-final,argus,Q06,votable,8,2,867,0.0,14.377,0.564679,0.591911,0.583785,98493.6,0.03,True
argus-final,argus,Q06,votable,8,3,871,0.0,14.419,0.563098,0.602194,0.592707,96134.4,0.025,True
argus-final,argus,Q07,votable,1,1,211,0.0,3.496,0.331304,0.416984,0.412876,28257.7,0.02,True
argus-final,argus,Q07,votable,1,2,207,0.0,3.431,0.3356,0.409458,0.405196,29398.2,0.02,True
argus-final,argus,Q07,votable,1,3,206,0.0,3.426,0.336871,0.404517,0.400897,28889.8,0.02,True
argus-final,argus,Q07,votable,32,1,1303,0.0,21.198,1.516294,1.757965,1.748802,29696.3,0.025,True
argus-final,argus,Q07,votable,32,2,1302,0.0,21.215,1.516456,1.746925,1.74166,29569.7,0.025,True
argus-final,argus,Q07,votable,32,3,1299,0.0,21.203,1.524239,1.746747,1.739542,29013.6,0.03,True
argus-final,argus,Q07,votable,4,1,814,0.0,13.498,0.338962,0.411444,0.406182,29502.1,0.03,True
argus-final,argus,Q07,votable,4,2,733,0.0,12.149,0.348706,0.497663,0.493653,29829.5,0.035,True
argus-final,argus,Q07,votable,4,3,734,0.0,12.156,0.351292,0.495488,0.492447,28401.2,0.02,True
argus-final,argus,Q07,votable,8,1,1240,0.0,20.561,0.43625,0.547373,0.541162,29888.8,0.03,True
argus-final,argus,Q07,votable,8,2,1240,0.0,20.506,0.437516,0.552955,0.546506,29550.2,0.025,True
argus-final,argus,Q07,votable,8,3,1243,0.0,20.599,0.436547,0.553722,0.546835,29288.2,0.03,True
argus-final,argus,Q10,votable,1,1,1859,0.0,30.978,0.032026,0.035479,0.018503,396840.6,0.28,True
argus-final,argus,Q10,votable,1,2,1830,0.0,30.485,0.032629,0.036037,0.018909,396909.3,0.28,True
argus-final,argus,Q10,votable,1,3,1852,0.0,30.853,0.032132,0.03537,0.018606,397019.6,0.28,True
argus-final,argus,Q10,votable,32,1,9050,0.0,150.385,0.211805,0.240183,0.195354,396930.7,0.335,True
argus-final,argus,Q10,votable,32,2,9017,0.0,149.863,0.212601,0.240575,0.195737,396897.5,0.34,True
argus-final,argus,Q10,votable,32,3,9014,0.0,149.805,0.212355,0.24219,0.196253,397013.4,0.33,True
argus-final,argus,Q10,votable,4,1,5592,0.0,93.129,0.04217,0.050906,0.026274,396958.1,0.275,True
argus-final,argus,Q10,votable,4,2,5150,0.0,85.79,0.042217,0.051397,0.026667,396881.3,0.275,True
argus-final,argus,Q10,votable,4,3,5440,0.0,90.63,0.042193,0.051685,0.026692,397010.8,0.28,True
argus-final,argus,Q10,votable,8,1,7717,0.0,128.529,0.058007,0.073814,0.037809,396919.3,0.38,True
argus-final,argus,Q10,votable,8,2,8234,0.0,137.146,0.057714,0.072859,0.037388,396874.3,0.395,True
argus-final,argus,Q10,votable,8,3,8183,0.0,136.303,0.05797,0.073426,0.0375,397008.0,0.405,True
argus-final,argus,Q11,votable,1,1,288,0.0,4.787,0.208387,0.215416,0.017231,3958475.7,0.355,True
argus-final,argus,Q11,votable,1,2,288,0.0,4.783,0.208452,0.216159,0.01711,3956771.9,0.305,True
argus-final,argus,Q11,votable,1,3,286,0.0,4.752,0.208983,0.218753,0.017601,3959488.6,0.37,True
argus-final,argus,Q11,votable,32,1,1344,0.0,22.029,1.454273,1.549416,1.180808,3958623.7,0.445,True
argus-final,argus,Q11,votable,32,2,1348,0.0,21.961,1.450082,1.549591,1.190747,3958001.7,0.375,True
argus-final,argus,Q11,votable,32,3,1342,0.0,21.849,1.456173,1.553815,1.181323,3958694.3,0.405,True
argus-final,argus,Q11,votable,4,1,903,0.0,14.991,0.266098,0.303114,0.028644,3957699.5,0.36,True
argus-final,argus,Q11,votable,4,2,902,0.0,15.004,0.26531,0.301558,0.027862,3958214.8,0.375,True
argus-final,argus,Q11,votable,4,3,907,0.0,15.087,0.263474,0.300105,0.027992,3959331.9,0.35,True
