target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok
argus-final,argus,Q11,votable,32,3,1372,0.0,22.369,1.42688,1.52328,1.160218,3958836.5,0.445,True
argus-final,argus,Q11,votable,4,1,922,0.0,15.297,0.260264,0.296422,0.028594,3957564.1,0.355,True
argus-final,argus,Q11,votable,4,2,920,0.0,15.289,0.26054,0.294618,0.028393,3958240.6,0.37,True
argus-final,argus,Q11,votable,4,3,927,0.0,15.405,0.258556,0.293457,0.028225,3959315.0,0.355,True
argus-final,argus,Q11,votable,8,1,1323,0.0,22.001,0.363618,0.417987,0.042961,3958413.2,0.51,True
argus-final,argus,Q11,votable,8,2,1323,0.0,21.94,0.362286,0.421657,0.042947,3957851.5,0.52,True
argus-final,argus,Q11,votable,8,3,1326,0.0,22.0,0.362299,0.418898,0.042827,3958624.7,0.51,True
argus-final,argus,Q12,votable,1,1,149,0.0,2.47,0.404163,0.411847,0.409152,3182.1,0.015,True
argus-final,argus,Q12,votable,1,2,148,0.0,2.452,0.407781,0.414745,0.412082,3181.8,0.015,True
argus-final,argus,Q12,votable,1,3,149,0.0,2.476,0.403282,0.410263,0.407564,3182.0,0.015,True
argus-final,argus,Q12,votable,32,1,922,0.0,14.893,2.14472,2.250717,2.244361,3181.9,0.025,True
argus-final,argus,Q12,votable,32,2,919,0.0,14.843,2.155185,2.247853,2.244076,3181.9,0.025,True
argus-final,argus,Q12,votable,32,3,919,0.0,14.804,2.153465,2.248992,2.245884,3181.9,0.025,True
argus-final,argus,Q12,votable,4,1,551,0.0,9.144,0.407901,0.536213,0.534046,3181.9,0.015,True
argus-final,argus,Q12,votable,4,2,529,0.0,8.746,0.420876,0.514297,0.510704,3181.9,0.015,True
argus-final,argus,Q12,votable,4,3,538,0.0,8.94,0.408638,0.543387,0.540879,3181.9,0.015,True
argus-final,argus,Q12,votable,8,1,887,0.0,14.666,0.543261,0.575513,0.571233,3181.9,0.02,True
argus-final,argus,Q12,votable,8,2,887,0.0,14.675,0.544692,0.569274,0.565785,3181.9,0.02,True
argus-final,argus,Q12,votable,8,3,887,0.0,14.661,0.543411,0.577505,0.573961,3181.9,0.02,True
argus-final,argus,Q13,votable,1,1,170,0.0,2.823,0.364261,0.395447,0.393053,5214.1,0.015,True
argus-final,argus,Q13,votable,1,2,170,0.0,2.827,0.364292,0.394845,0.391982,5213.6,0.015,True
argus-final,argus,Q13,votable,1,3,173,0.0,2.872,0.340759,0.39559,0.393068,5209.6,0.015,True
argus-final,argus,Q13,votable,32,1,1088,0.0,17.703,1.80198,1.959756,1.955339,5211.4,0.025,True
argus-final,argus,Q13,votable,32,2,1089,0.0,17.709,1.804295,1.954721,1.950417,5211.5,0.025,True
argus-final,argus,Q13,votable,32,3,1097,0.0,17.736,1.778932,1.957498,1.953904,5211.2,0.025,True
argus-final,argus,Q13,votable,4,1,658,0.0,10.904,0.366849,0.420753,0.415292,5212.6,0.015,True
argus-final,argus,Q13,votable,4,2,626,0.0,10.384,0.377436,0.486479,0.482693,5211.8,0.015,True
argus-final,argus,Q13,votable,4,3,618,0.0,10.248,0.378207,0.51026,0.507539,5210.2,0.02,True
argus-final,argus,Q13,votable,8,1,1053,0.0,17.446,0.448941,0.545965,0.540157,5211.2,0.02,True
argus-final,argus,Q13,votable,8,2,1039,0.0,17.202,0.463142,0.548404,0.543283,5211.9,0.02,True
argus-final,argus,Q13,votable,8,3,1050,0.0,17.397,0.449971,0.550694,0.546944,5211.0,0.025,True
argus-final,argus,mix,votable,1,1,237,0.0,3.944,0.386828,0.413298,0.409743,51866.4,0.035,True
argus-final,argus,mix,votable,1,2,240,0.0,3.975,0.390935,0.414221,0.409152,55958.2,0.03,True
argus-final,argus,mix,votable,1,3,261,0.0,4.348,0.343858,0.411954,0.408023,69467.6,0.035,True
argus-final,argus,mix,votable,32,1,1505,0.0,24.551,1.330534,1.727958,1.723011,57999.3,0.035,True
argus-final,argus,mix,votable,32,2,1481,0.0,24.012,1.374601,1.711021,1.703961,58985.8,0.035,True
argus-final,argus,mix,votable,32,3,1534,0.0,25.081,1.295924,1.691237,1.682055,61081.4,0.035,True
argus-final,argus,mix,votable,4,1,935,0.0,15.493,0.389067,0.428266,0.422189,58998.6,0.03,True
argus-final,argus,mix,votable,4,2,858,0.0,14.199,0.39536,0.529546,0.525253,57474.1,0.035,True
argus-final,argus,mix,votable,4,3,965,0.0,16.037,0.386163,0.429582,0.423867,59745.3,0.035,True
argus-final,argus,mix,votable,8,1,1428,0.0,23.617,0.498202,0.579426,0.57426,58552.7,0.045,True
argus-final,argus,mix,votable,8,2,1409,0.0,23.322,0.499089,0.581587,0.576759,60177.3,0.045,True
argus-final,argus,mix,votable,8,3,1466,0.0,24.242,0.493799,0.575564,0.569136,58818.8,0.05,True
dachs-final,dachs,Q01,csv,1,1,1407,0.0,23.409,0.030665,0.1591,0.158627,978.0,0.045,True
dachs-final,dachs,Q01,csv,1,2,1403,0.0,23.347,0.030824,0.158219,0.157752,978.0,0.045,True
dachs-final,dachs,Q01,csv,1,3,1407,0.0,23.449,0.030834,0.156924,0.15645,978.0,0.045,True
dachs-final,dachs,Q01,csv,32,1,991,0.0,16.053,1.99029,2.142423,2.142008,978.0,0.015,True
dachs-final,dachs,Q01,csv,32,2,992,0.0,16.161,1.976682,2.139267,2.138811,978.0,0.015,True
dachs-final,dachs,Q01,csv,32,3,990,0.0,16.109,1.991594,2.126132,2.125678,978.0,0.015,True
dachs-final,dachs,Q01,csv,4,1,1120,0.0,18.624,0.193766,0.329857,0.329256,978.0,0.02,True
dachs-final,dachs,Q01,csv,4,2,1149,0.0,19.109,0.185729,0.323731,0.323235,978.0,0.015,True
dachs-final,dachs,Q01,csv,4,3,1122,0.0,18.668,0.194311,0.328605,0.328166,978.0,0.02,True
dachs-final,dachs,Q01,csv,8,1,1042,0.0,17.31,0.477302,0.56642,0.566072,978.0,0.015,True
dachs-final,dachs,Q01,csv,8,2,1053,0.0,17.504,0.470189,0.559396,0.558915,978.0,0.015,True
dachs-final,dachs,Q01,csv,8,3,1057,0.0,17.525,0.469686,0.554307,0.553707,978.0,0.034,True
dachs-final,dachs,Q02,csv,1,1,329,0.0,5.483,0.16678,0.292707,0.292224,37452.1,0.02,True
dachs-final,dachs,Q02,csv,1,2,336,0.0,5.598,0.166416,0.292904,0.292439,37415.5,0.02,True
dachs-final,dachs,Q02,csv,1,3,318,0.0,5.289,0.184654,0.308583,0.308094,37411.2,0.015,True
dachs-final,dachs,Q02,csv,32,1,573,0.0,9.073,3.519762,3.776538,3.776053,37400.9,0.015,True
dachs-final,dachs,Q02,csv,32,2,572,0.0,9.155,3.525001,3.805409,3.804813,37416.2,0.015,True
dachs-final,dachs,Q02,csv,32,3,534,0.0,8.455,3.55084,6.68842,6.687928,37434.2,0.015,True
dachs-final,dachs,Q02,csv,4,1,621,0.0,10.297,0.374276,0.537724,0.53725,37423.6,0.01,True
dachs-final,dachs,Q02,csv,4,2,625,0.0,10.386,0.370046,0.535891,0.535434,37423.8,0.01,True
dachs-final,dachs,Q02,csv,4,3,622,0.0,10.327,0.373407,0.525635,0.525162,37411.4,0.01,True
dachs-final,dachs,Q02,csv,8,1,572,0.0,9.425,0.849126,1.027876,1.027444,37401.3,0.01,True
dachs-final,dachs,Q02,csv,8,2,575,0.0,9.516,0.838065,1.029822,1.029373,37409.2,0.015,True
dachs-final,dachs,Q02,csv,8,3,576,0.0,9.504,0.84113,1.022593,1.02211,37421.1,0.01,True
dachs-final,dachs,Q03,csv,1,1,721,0.0,12.017,0.061701,0.194337,0.193871,25392.2,0.025,True
dachs-final,dachs,Q03,csv,1,2,711,0.0,11.828,0.062221,0.192018,0.191452,25037.1,0.03,True
dachs-final,dachs,Q03,csv,1,3,711,0.0,11.814,0.062115,0.193055,0.192618,24842.0,0.03,True
dachs-final,dachs,Q03,csv,32,1,706,0.0,11.376,2.78874,3.00079,3.000315,25909.1,0.015,True
dachs-final,dachs,Q03,csv,32,2,704,0.0,11.325,2.810734,2.995572,2.995118,25441.4,0.015,True
dachs-final,dachs,Q03,csv,32,3,705,0.0,11.448,2.803619,3.032574,3.032014,24804.0,0.01,True
dachs-final,dachs,Q03,csv,4,1,755,0.0,12.574,0.303627,0.457981,0.457607,25291.1,0.015,True
dachs-final,dachs,Q03,csv,4,2,758,0.0,12.586,0.30159,0.465162,0.464697,25644.2,0.015,True
dachs-final,dachs,Q03,csv,4,3,749,0.0,12.451,0.301592,0.464808,0.464363,25016.1,0.015,True
dachs-final,dachs,Q03,csv,8,1,723,0.0,11.964,0.669809,0.816685,0.816218,25328.7,0.015,True
dachs-final,dachs,Q03,csv,8,2,728,0.0,12.062,0.671613,0.805152,0.804752,25273.3,0.01,True
dachs-final,dachs,Q03,csv,8,3,720,0.0,11.951,0.677372,0.820794,0.820301,24840.3,0.015,True
dachs-final,dachs,Q04,csv,1,1,757,0.0,12.601,0.067556,0.199402,0.198918,58498.2,0.03,True
dachs-final,dachs,Q04,csv,1,2,759,0.0,12.649,0.067473,0.19676,0.196293,58468.8,0.03,True
dachs-final,dachs,Q04,csv,1,3,760,0.0,12.654,0.067348,0.196891,0.19642,58483.0,0.03,True
dachs-final,dachs,Q04,csv,32,1,705,0.0,11.291,2.798405,2.995525,2.995053,58459.0,0.015,True
dachs-final,dachs,Q04,csv,32,2,707,0.0,11.331,2.766355,2.968171,2.967843,58455.0,0.015,True
dachs-final,dachs,Q04,csv,32,3,706,0.0,11.27,2.778829,2.965735,2.965353,58493.7,0.015,True
dachs-final,dachs,Q04,csv,4,1,769,0.0,12.792,0.295399,0.443232,0.442787,58483.4,0.03,True
dachs-final,dachs,Q04,csv,4,2,763,0.0,12.647,0.301239,0.450872,0.450429,58464.6,0.015,True
dachs-final,dachs,Q04,csv,4,3,758,0.0,12.601,0.303518,0.449299,0.448915,58478.2,0.015,True
dachs-final,dachs,Q04,csv,8,1,734,0.0,12.12,0.667191,0.796691,0.796293,58468.2,0.015,True
dachs-final,dachs,Q04,csv,8,2,736,0.0,12.192,0.655137,0.796716,0.796316,58447.1,0.015,True
dachs-final,dachs,Q04,csv,8,3,731,0.0,12.131,0.671033,0.806993,0.8066,58478.5,0.015,True
dachs-final,dachs,Q05,csv,1,1,112,0.0,1.86,0.524412,0.652352,0.651863,3358.5,0.01,True
dachs-final,dachs,Q05,csv,1,2,112,0.0,1.863,0.525587,0.651744,0.651272,3840.4,0.01,True
dachs-final,dachs,Q05,csv,1,3,112,0.0,1.854,0.527592,0.657853,0.657377,4165.8,0.01,True
dachs-final,dachs,Q05,csv,32,1,514,0.0,8.228,3.842966,4.183894,4.183527,3779.8,0.015,True
dachs-final,dachs,Q05,csv,32,2,513,0.0,8.114,3.840549,4.167325,4.166785,3820.8,0.015,True
dachs-final,dachs,Q05,csv,32,3,512,0.0,8.192,3.875674,4.141521,4.141062,3894.9,0.015,True
dachs-final,dachs,Q05,csv,4,1,368,0.0,6.093,0.643669,0.815563,0.815072,3687.5,0.01,True
dachs-final,dachs,Q05,csv,4,2,363,0.0,6.007,0.642936,0.846846,0.846393,3897.2,0.01,True
dachs-final,dachs,Q05,csv,4,3,365,0.0,6.044,0.650441,0.810425,0.809979,4038.2,0.01,True
dachs-final,dachs,Q05,csv,8,1,484,0.0,7.959,0.989134,1.237382,1.23692,3682.1,0.01,True
dachs-final,dachs,Q05,csv,8,2,486,0.0,8.0,0.984118,1.25121,1.250779,3826.9,0.01,True
dachs-final,dachs,Q05,csv,8,3,481,0.0,7.904,0.986533,1.312491,1.312014,3792.7,0.01,True
dachs-final,dachs,Q06,csv,1,1,111,0.0,1.848,0.531338,0.660735,0.660278,74098.8,0.01,True
dachs-final,dachs,Q06,csv,1,2,112,0.0,1.863,0.530042,0.656272,0.655757,68868.8,0.01,True
dachs-final,dachs,Q06,csv,1,3,112,0.0,1.859,0.529472,0.653987,0.653513,65704.4,0.01,True
dachs-final,dachs,Q06,csv,32,1,511,0.0,8.078,3.946095,4.236372,4.235903,71133.4,0.015,True
dachs-final,dachs,Q06,csv,32,2,510,0.0,8.031,3.971511,4.303239,4.302827,70111.8,0.015,True
dachs-final,dachs,Q06,csv,32,3,503,0.0,7.897,3.989032,4.315688,4.315375,68679.6,0.015,True
dachs-final,dachs,Q06,csv,4,1,362,0.0,5.98,0.653559,0.833998,0.833608,69998.3,0.01,True
dachs-final,dachs,Q06,csv,4,2,359,0.0,5.957,0.659514,0.85932,0.858876,70508.8,0.01,True
dachs-final,dachs,Q06,csv,4,3,367,0.0,6.056,0.644201,0.833254,0.832816,66552.8,0.01,True
dachs-final,dachs,Q06,csv,8,1,479,0.0,7.866,0.994427,1.250495,1.249738,70810.6,0.01,True
dachs-final,dachs,Q06,csv,8,2,484,0.0,7.976,0.979519,1.266626,1.266173,70523.1,0.01,True
dachs-final,dachs,Q06,csv,8,3,479,0.0,7.885,0.996611,1.296697,1.296269,67486.7,0.01,True
dachs-final,dachs,Q07,csv,1,1,103,0.0,1.708,0.572291,0.699489,0.698998,17991.0,0.005,True
dachs-final,dachs,Q07,csv,1,2,104,0.0,1.722,0.571846,0.689501,0.689005,20312.4,0.01,True
dachs-final,dachs,Q07,csv,1,3,104,0.0,1.72,0.570621,0.682683,0.682199,21180.8,0.01,True
dachs-final,dachs,Q07,csv,32,1,481,0.0,7.721,4.094639,4.399636,4.399298,19981.8,0.01,True
dachs-final,dachs,Q07,csv,32,2,480,0.0,7.645,4.151429,4.46997,4.469509,20718.5,0.01,True
dachs-final,dachs,Q07,csv,32,3,484,0.0,7.723,4.114138,4.414158,4.413711,19407.5,0.015,True
dachs-final,dachs,Q07,csv,4,1,342,0.0,5.672,0.681601,0.885682,0.885237,19990.2,0.01,True
dachs-final,dachs,Q07,csv,4,2,346,0.0,5.7,0.680586,0.83538,0.834906,20887.5,0.01,True
dachs-final,dachs,Q07,csv,4,3,339,0.0,5.6,0.697556,0.885003,0.884551,18521.8,0.01,True
dachs-final,dachs,Q07,csv,8,1,457,0.0,7.53,1.040776,1.298262,1.297866,19466.8,0.01,True
dachs-final,dachs,Q07,csv,8,2,459,0.0,7.563,1.03134,1.307515,1.307027,21089.3,0.01,True
dachs-final,dachs,Q07,csv,8,3,462,0.0,7.589,1.039301,1.291993,1.291508,20121.7,0.01,True
dachs-final,dachs,Q10,csv,1,1,649,0.0,10.815,0.080379,0.213584,0.212809,290484.8,0.035,True
dachs-final,dachs,Q10,csv,1,2,649,0.0,10.808,0.080668,0.213232,0.212582,290746.8,0.03,True
dachs-final,dachs,Q10,csv,1,3,649,0.0,10.791,0.08064,0.214616,0.213806,290717.9,0.03,True
dachs-final,dachs,Q10,csv,32,1,640,0.0,10.314,3.100038,3.307487,3.301558,290626.7,0.015,True
dachs-final,dachs,Q10,csv,32,2,640,0.0,10.266,3.105723,3.337489,3.331007,290651.8,0.015,True
dachs-final,dachs,Q10,csv,32,3,637,0.0,10.156,3.127779,3.364314,3.363598,290591.7,0.015,True
dachs-final,dachs,Q10,csv,4,1,668,0.0,11.093,0.343203,0.506226,0.505003,290786.6,0.015,True
dachs-final,dachs,Q10,csv,4,2,668,0.0,11.105,0.343818,0.497505,0.496815,290536.5,0.015,True
dachs-final,dachs,Q10,csv,4,3,675,0.0,11.224,0.341726,0.502024,0.499149,290454.4,0.015,True
dachs-final,dachs,Q10,csv,8,1,641,0.0,10.614,0.764808,0.900192,0.899373,290769.4,0.015,True
dachs-final,dachs,Q10,csv,8,2,646,0.0,10.687,0.761129,0.903759,0.901539,290615.4,0.015,True
dachs-final,dachs,Q10,csv,8,3,638,0.0,10.542,0.765862,0.923981,0.920899,290584.0,0.015,True
dachs-final,dachs,Q11,csv,1,1,211,0.0,3.511,0.264705,0.397588,0.375951,2919673.7,0.035,True
dachs-final,dachs,Q11,csv,1,2,215,0.0,3.581,0.2655,0.396368,0.374251,2918508.4,0.035,True
dachs-final,dachs,Q11,csv,1,3,215,0.0,3.574,0.266277,0.397731,0.376623,2921370.9,0.035,True
dachs-final,dachs,Q11,csv,32,1,274,0.0,4.251,7.95064,12.032968,9.46587,2919017.6,0.035,True
dachs-final,dachs,Q11,csv,32,2,284,0.0,4.243,7.590472,11.130338,8.84896,2918804.9,0.03,True
dachs-final,dachs,Q11,csv,32,3,265,0.0,4.194,8.241941,11.48611,9.805288,2918175.1,0.03,True
dachs-final,dachs,Q11,csv,4,1,248,0.0,4.075,0.99669,1.260437,1.14007,2918033.1,0.015,True
dachs-final,dachs,Q11,csv,4,2,243,0.0,4.005,1.002625,1.205046,1.149562,2919068.4,0.015,True
dachs-final,dachs,Q11,csv,4,3,239,0.0,3.97,0.999874,1.257372,1.139443,2919242.6,0.015,True
dachs-final,dachs,Q11,csv,8,1,245,0.0,4.011,2.126419,2.589052,2.438712,2918152.3,0.02,True
dachs-final,dachs,Q11,csv,8,2,237,0.0,3.914,2.232465,2.917045,2.638924,2918761.6,0.015,True
dachs-final,dachs,Q11,csv,8,3,241,0.0,4.006,2.194862,2.584856,2.447895,2918090.8,0.02,True
dachs-final,dachs,Q12,csv,1,1,112,0.0,1.861,0.525781,0.653718,0.653253,110.0,0.01,True
dachs-final,dachs,Q12,csv,1,2,112,0.0,1.86,0.525677,0.650192,0.649702,110.0,0.01,True
dachs-final,dachs,Q12,csv,1,3,112,0.0,1.863,0.525374,0.650536,0.650021,110.0,0.01,True
dachs-final,dachs,Q12,csv,32,1,514,0.0,8.082,3.850873,4.178954,4.178521,110.0,0.015,True
dachs-final,dachs,Q12,csv,32,2,512,0.0,8.132,3.895851,4.137989,4.137546,110.0,0.02,True
dachs-final,dachs,Q12,csv,32,3,511,0.0,8.103,3.918209,4.28107,4.280582,110.0,0.015,True
dachs-final,dachs,Q12,csv,4,1,362,0.0,5.981,0.644518,0.858837,0.858385,110.0,0.01,True
dachs-final,dachs,Q12,csv,4,2,370,0.0,6.117,0.637987,0.832774,0.832367,110.0,0.01,True
dachs-final,dachs,Q12,csv,4,3,366,0.0,6.054,0.648786,0.849389,0.849001,110.0,0.01,True
dachs-final,dachs,Q12,csv,8,1,486,0.0,8.004,0.974434,1.250467,1.250012,110.0,0.015,True
dachs-final,dachs,Q12,csv,8,2,487,0.0,8.024,0.983301,1.224311,1.223823,110.0,0.01,True
dachs-final,dachs,Q12,csv,8,3,489,0.0,8.072,0.970149,1.228891,1.228409,110.0,0.015,True
dachs-final,dachs,Q13,csv,1,1,171,0.0,2.835,0.382483,0.50785,0.507366,2303.0,0.01,True
dachs-final,dachs,Q13,csv,1,2,172,0.0,2.853,0.384598,0.479334,0.478855,2302.3,0.015,True
dachs-final,dachs,Q13,csv,1,3,181,0.0,3.015,0.343294,0.453454,0.452982,2298.9,0.01,True
dachs-final,dachs,Q13,csv,32,1,607,0.0,9.621,3.307817,3.673883,3.673519,2300.6,0.015,True
dachs-final,dachs,Q13,csv,32,2,606,0.0,9.614,3.307934,3.650654,3.650184,2301.2,0.015,True
dachs-final,dachs,Q13,csv,32,3,603,0.0,9.544,3.315062,3.682039,3.681526,2299.4,0.01,True
dachs-final,dachs,Q13,csv,4,1,528,0.0,8.73,0.472661,0.696199,0.695743,2300.7,0.01,True
dachs-final,dachs,Q13,csv,4,2,524,0.0,8.666,0.479568,0.674643,0.67418,2301.6,0.015,True
dachs-final,dachs,Q13,csv,4,3,536,0.0,8.878,0.472054,0.681358,0.680899,2298.7,0.01,True
dachs-final,dachs,Q13,csv,8,1,601,0.0,9.927,0.79243,1.167257,1.166862,2301.6,0.01,True
dachs-final,dachs,Q13,csv,8,2,604,0.0,9.997,0.799473,1.102129,1.101688,2300.4,0.01,True
dachs-final,dachs,Q13,csv,8,3,616,0.0,10.178,0.774987,1.101968,1.101557,2299.4,0.01,True
dachs-final,dachs,mix,csv,1,1,188,0.0,3.132,0.207371,0.589449,0.588969,35465.1,0.015,True
dachs-final,dachs,mix,csv,1,2,191,0.0,3.175,0.186789,0.639089,0.63862,37429.6,0.015,True
dachs-final,dachs,mix,csv,1,3,199,0.0,3.296,0.202705,0.578096,0.577616,50269.9,0.015,True
dachs-final,dachs,mix,csv,32,1,576,0.0,9.169,3.472176,4.059014,4.058554,43676.6,0.015,True
dachs-final,dachs,mix,csv,32,2,572,0.0,9.078,3.491317,4.058724,4.058272,42164.5,0.01,True
dachs-final,dachs,mix,csv,32,3,581,0.0,9.163,3.438042,4.023461,4.0228,43382.2,0.015,True
dachs-final,dachs,mix,csv,4,1,549,0.0,9.099,0.35698,0.832684,0.832256,45173.3,0.01,True
dachs-final,dachs,mix,csv,4,2,526,0.0,8.73,0.4617,0.842069,0.841651,40028.4,0.01,True
dachs-final,dachs,mix,csv,4,3,549,0.0,9.077,0.359436,0.8334,0.832977,38737.9,0.015,True
dachs-final,dachs,mix,csv,8,1,577,0.0,9.557,0.828892,1.310193,1.309705,43953.1,0.015,True
dachs-final,dachs,mix,csv,8,2,574,0.0,9.424,0.876543,1.306779,1.306296,43774.1,0.01,True
dachs-final,dachs,mix,csv,8,3,594,0.0,9.748,0.773509,1.29788,1.297447,41879.2,0.01,True
dachs-final,dachs,Q01,votable,1,1,1382,0.0,23.021,0.034497,0.123087,0.122635,4706.0,0.04,True
dachs-final,dachs,Q01,votable,1,2,1377,0.0,22.947,0.034591,0.128825,0.128431,4706.0,0.04,True
dachs-final,dachs,Q01,votable,1,3,1367,0.0,22.782,0.034484,0.132125,0.131753,4706.0,0.045,True
dachs-final,dachs,Q01,votable,32,1,961,0.0,15.654,2.031508,2.191235,2.190792,4706.0,0.015,True
dachs-final,dachs,Q01,votable,32,2,960,0.0,15.676,2.048318,2.191877,2.191412,4706.0,0.015,True
dachs-final,dachs,Q01,votable,32,3,959,0.0,15.589,2.048528,2.213809,2.213347,4706.0,0.015,True
dachs-final,dachs,Q01,votable,4,1,1108,0.0,18.404,0.203586,0.316605,0.316182,4706.0,0.035,True
dachs-final,dachs,Q01,votable,4,2,1088,0.0,18.1,0.206278,0.32535,0.324784,4706.0,0.02,True
dachs-final,dachs,Q01,votable,4,3,1083,0.0,18.01,0.207314,0.331668,0.330794,4706.0,0.015,True
dachs-final,dachs,Q01,votable,8,1,1043,0.0,17.316,0.467372,0.564808,0.564312,4706.0,0.015,True
dachs-final,dachs,Q01,votable,8,2,1040,0.0,17.276,0.474127,0.57189,0.571465,4706.0,0.015,True
dachs-final,dachs,Q01,votable,8,3,1041,0.0,17.278,0.473424,0.562618,0.56215,4706.0,0.015,True
dachs-final,dachs,Q02,votable,1,1,306,0.0,5.09,0.189162,0.315784,0.315231,50925.1,0.015,True
dachs-final,dachs,Q02,votable,1,2,322,0.0,5.358,0.170495,0.294724,0.294302,50874.1,0.015,True
dachs-final,dachs,Q02,votable,1,3,323,0.0,5.38,0.169575,0.295907,0.295442,50876.3,0.015,True
dachs-final,dachs,Q02,votable,32,1,569,0.0,9.001,3.528478,3.826304,3.825808,50855.1,0.015,True
dachs-final,dachs,Q02,votable,32,2,569,0.0,9.002,3.52467,3.802407,3.801985,50873.2,0.015,True
dachs-final,dachs,Q02,votable,32,3,565,0.0,8.918,3.531297,3.806205,3.805784,50894.1,0.015,True
dachs-final,dachs,Q02,votable,4,1,617,0.0,10.23,0.374197,0.529508,0.529108,50890.9,0.015,True
dachs-final,dachs,Q02,votable,4,2,612,0.0,10.139,0.382302,0.55332,0.552893,50888.0,0.01,True
dachs-final,dachs,Q02,votable,4,3,611,0.0,10.126,0.381337,0.532791,0.532297,50871.7,0.01,True
dachs-final,dachs,Q02,votable,8,1,573,0.0,9.455,0.838768,1.042971,1.042498,50856.3,0.015,True
dachs-final,dachs,Q02,votable,8,2,573,0.0,9.452,0.841507,1.032383,1.031948,50870.8,0.01,True
dachs-final,dachs,Q02,votable,8,3,570,0.0,9.399,0.83905,1.040178,1.039786,50880.4,0.01,True
dachs-final,dachs,Q03,votable,1,1,693,0.0,11.542,0.065453,0.199799,0.199329,36588.1,0.03,True
dachs-final,dachs,Q03,votable,1,2,692,0.0,11.529,0.065121,0.195271,0.19483,36236.1,0.03,True
dachs-final,dachs,Q03,votable,1,3,684,0.0,11.388,0.065156,0.195559,0.195084,35873.5,0.025,True
dachs-final,dachs,Q03,votable,32,1,703,0.0,11.171,2.839401,3.031605,3.031166,37183.8,0.015,True
dachs-final,dachs,Q03,votable,32,2,704,0.0,11.325,2.800218,3.031403,3.030841,36685.7,0.015,True
dachs-final,dachs,Q03,votable,32,3,694,0.0,11.099,2.852458,3.10136,3.100855,35646.5,0.015,True
dachs-final,dachs,Q03,votable,4,1,729,0.0,12.122,0.30758,0.471995,0.471566,36446.6,0.015,True
dachs-final,dachs,Q03,votable,4,2,721,0.0,11.956,0.312993,0.482102,0.48166,36723.4,0.015,True
dachs-final,dachs,Q03,votable,4,3,734,0.0,12.18,0.310585,0.46671,0.4663,35942.2,0.015,True
dachs-final,dachs,Q03,votable,8,1,715,0.0,11.833,0.685066,0.833895,0.833509,36547.0,0.01,True
dachs-final,dachs,Q03,votable,8,2,714,0.0,11.786,0.681741,0.822935,0.822481,36486.1,0.015,True
dachs-final,dachs,Q03,votable,8,3,707,0.0,11.712,0.686228,0.842757,0.842405,35828.1,0.01,True
dachs-final,dachs,Q04,votable,1,1,731,0.0,12.173,0.070401,0.201846,0.201391,76130.6,0.03,True
dachs-final,dachs,Q04,votable,1,2,689,0.0,11.472,0.070124,0.202687,0.202208,76093.8,0.03,True
dachs-final,dachs,Q04,votable,1,3,731,0.0,12.169,0.070372,0.20147,0.201031,76109.0,0.03,True
dachs-final,dachs,Q04,votable,32,1,667,0.0,10.615,2.98821,3.229785,3.229406,76077.6,0.015,True
dachs-final,dachs,Q04,votable,32,2,670,0.0,10.699,2.970277,3.227681,3.227238,76076.9,0.015,True
dachs-final,dachs,Q04,votable,32,3,687,0.0,11.004,2.86312,3.069113,3.068665,76129.2,0.015,True
dachs-final,dachs,Q04,votable,4,1,755,0.0,12.51,0.303078,0.443352,0.442942,76120.4,0.015,True
dachs-final,dachs,Q04,votable,4,2,734,0.0,12.192,0.31096,0.45577,0.4553,76094.8,0.015,True
dachs-final,dachs,Q04,votable,4,3,733,0.0,12.17,0.306695,0.460198,0.459705,76099.0,0.03,True
dachs-final,dachs,Q04,votable,8,1,675,0.0,11.193,0.71874,0.883301,0.882874,76089.1,0.015,True
dachs-final,dachs,Q04,votable,8,2,672,0.0,11.117,0.720336,0.895056,0.894591,76070.8,0.015,True
dachs-final,dachs,Q04,votable,8,3,675,0.0,11.197,0.719742,0.869009,0.868611,76093.0,0.015,True
dachs-final,dachs,Q05,votable,1,1,110,0.0,1.827,0.53655,0.661366,0.660901,10379.6,0.01,True
dachs-final,dachs,Q05,votable,1,2,111,0.0,1.843,0.531583,0.6537,0.653213,10743.8,0.01,True
dachs-final,dachs,Q05,votable,1,3,111,0.0,1.842,0.532328,0.655629,0.655151,11198.5,0.01,True
dachs-final,dachs,Q05,votable,32,1,508,0.0,7.999,3.999871,4.29017,4.289707,10744.2,0.02,True
dachs-final,dachs,Q05,votable,32,2,502,0.0,7.885,3.99699,4.347006,4.346517,10860.4,0.015,True
dachs-final,dachs,Q05,votable,32,3,513,0.0,8.121,3.91432,4.229974,4.229516,10826.5,0.02,True
dachs-final,dachs,Q05,votable,4,1,367,0.0,6.053,0.644376,0.814673,0.814173,10598.9,0.01,True
dachs-final,dachs,Q05,votable,4,2,351,0.0,5.806,0.677001,0.875839,0.875361,10846.1,0.01,True
dachs-final,dachs,Q05,votable,4,3,365,0.0,6.032,0.645772,0.812911,0.81245,10985.0,0.015,True
dachs-final,dachs,Q05,votable,8,1,472,0.0,7.771,1.003047,1.323647,1.323195,10610.3,0.01,True
