target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok
egernia-local-equalcpu,egernia,Q05,votable,32,3,60541,0.0,504.32,0.053484,0.126711,0.119559,6922.2,0.32,True
egernia-local-equalcpu,egernia,Q05,votable,4,1,30641,0.0,255.308,0.015136,0.020896,0.01987,6966.1,0.145,True
egernia-local-equalcpu,egernia,Q05,votable,4,2,28685,0.0,239.01,0.016468,0.024208,0.023107,6875.4,0.175,True
egernia-local-equalcpu,egernia,Q05,votable,4,3,30749,0.0,256.217,0.015065,0.020901,0.019833,6903.4,0.145,True
egernia-local-equalcpu,egernia,Q05,votable,8,1,43938,0.0,366.108,0.020246,0.035324,0.033569,6963.3,0.225,True
egernia-local-equalcpu,egernia,Q05,votable,8,2,45901,0.0,382.445,0.018684,0.035167,0.033474,6926.1,0.245,True
egernia-local-equalcpu,egernia,Q05,votable,8,3,36453,0.0,303.713,0.026579,0.046541,0.044374,6923.8,0.275,True
egernia-local-equalcpu,egernia,Q06,votable,1,1,6558,0.0,54.645,0.018112,0.024741,0.023732,96624.6,0.125,True
egernia-local-equalcpu,egernia,Q06,votable,1,2,6624,0.0,55.192,0.017901,0.024344,0.023369,95976.3,0.12,True
egernia-local-equalcpu,egernia,Q06,votable,1,3,6605,0.0,55.039,0.017904,0.024507,0.02339,95069.1,0.125,True
egernia-local-equalcpu,egernia,Q06,votable,16,1,31709,0.0,264.13,0.055151,0.105362,0.095698,96375.6,0.21,True
egernia-local-equalcpu,egernia,Q06,votable,16,2,27343,0.0,227.72,0.061083,0.133052,0.12105,96078.8,0.235,True
egernia-local-equalcpu,egernia,Q06,votable,16,3,33567,0.0,279.625,0.055104,0.087546,0.081058,95756.5,0.195,True
egernia-local-equalcpu,egernia,Q06,votable,32,1,34655,0.0,288.607,0.099732,0.204263,0.185013,96045.1,0.22,True
egernia-local-equalcpu,egernia,Q06,votable,32,2,32748,0.0,272.707,0.114908,0.193599,0.175765,95740.2,0.21,True
egernia-local-equalcpu,egernia,Q06,votable,32,3,34621,0.0,288.353,0.10513,0.186773,0.170642,95856.9,0.2,True
egernia-local-equalcpu,egernia,Q06,votable,4,1,19336,0.0,161.095,0.024273,0.034736,0.03291,96460.0,0.105,True
egernia-local-equalcpu,egernia,Q06,votable,4,2,20111,0.0,167.565,0.023327,0.033428,0.031873,95685.3,0.125,True
egernia-local-equalcpu,egernia,Q06,votable,4,3,18590,0.0,154.881,0.025206,0.036372,0.034162,95560.0,0.11,True
egernia-local-equalcpu,egernia,Q06,votable,8,1,23755,0.0,197.909,0.03931,0.059443,0.055034,96335.0,0.145,True
egernia-local-equalcpu,egernia,Q06,votable,8,2,26696,0.0,222.404,0.034788,0.054429,0.050886,95903.8,0.155,True
egernia-local-equalcpu,egernia,Q06,votable,8,3,23983,0.0,199.784,0.038913,0.059082,0.055021,95660.8,0.145,True
egernia-local-equalcpu,egernia,Q07,votable,1,1,9201,0.0,76.667,0.012975,0.01792,0.017309,28174.6,0.15,True
egernia-local-equalcpu,egernia,Q07,votable,1,2,9179,0.0,76.484,0.013016,0.017893,0.017276,28451.2,0.15,True
egernia-local-equalcpu,egernia,Q07,votable,1,3,9168,0.0,76.39,0.012991,0.018056,0.017474,28453.9,0.145,True
egernia-local-equalcpu,egernia,Q07,votable,16,1,44251,0.0,368.651,0.042294,0.064465,0.061299,28383.3,0.22,True
egernia-local-equalcpu,egernia,Q07,votable,16,2,43825,0.0,365.086,0.042512,0.066353,0.063138,28376.4,0.22,True
egernia-local-equalcpu,egernia,Q07,votable,16,3,43007,0.0,358.283,0.040806,0.077069,0.072761,28463.3,0.235,True
egernia-local-equalcpu,egernia,Q07,votable,32,1,48423,0.0,403.335,0.075325,0.129192,0.121793,28450.6,0.26,True
egernia-local-equalcpu,egernia,Q07,votable,32,2,48909,0.0,407.417,0.075232,0.126814,0.119357,28379.0,0.255,True
egernia-local-equalcpu,egernia,Q07,votable,32,3,46520,0.0,387.481,0.07121,0.170816,0.161358,28512.3,0.275,True
egernia-local-equalcpu,egernia,Q07,votable,4,1,25879,0.0,215.633,0.018101,0.026662,0.025595,28338.1,0.14,True
egernia-local-equalcpu,egernia,Q07,votable,4,2,25959,0.0,216.311,0.018067,0.026597,0.025553,28302.3,0.13,True
egernia-local-equalcpu,egernia,Q07,votable,4,3,26529,0.0,221.056,0.017708,0.025648,0.024628,28435.4,0.13,True
egernia-local-equalcpu,egernia,Q07,votable,8,1,34081,0.0,283.975,0.027424,0.041655,0.039789,28358.9,0.17,True
egernia-local-equalcpu,egernia,Q07,votable,8,2,35826,0.0,298.498,0.025801,0.041407,0.039533,28415.4,0.185,True
egernia-local-equalcpu,egernia,Q07,votable,8,3,33779,0.0,281.447,0.027642,0.042341,0.040494,28518.7,0.175,True
egernia-local-equalcpu,egernia,Q10,votable,1,1,3462,0.0,28.85,0.03392,0.040316,0.037807,396220.4,0.095,True
egernia-local-equalcpu,egernia,Q10,votable,1,2,3461,0.0,28.838,0.03387,0.040785,0.03851,396280.9,0.09,True
egernia-local-equalcpu,egernia,Q10,votable,1,3,3462,0.0,28.843,0.033937,0.040693,0.038053,396351.1,0.09,True
egernia-local-equalcpu,egernia,Q10,votable,16,1,16108,0.0,134.124,0.116101,0.170464,0.155856,396302.0,0.13,True
egernia-local-equalcpu,egernia,Q10,votable,16,2,16321,0.0,135.919,0.114778,0.165799,0.154341,396325.2,0.13,True
egernia-local-equalcpu,egernia,Q10,votable,16,3,16225,0.0,135.12,0.116086,0.165291,0.151837,396338.4,0.135,True
egernia-local-equalcpu,egernia,Q10,votable,32,1,16160,0.0,134.494,0.235171,0.342797,0.299879,396305.2,0.155,True
egernia-local-equalcpu,egernia,Q10,votable,32,2,16072,0.0,133.779,0.243007,0.367514,0.311502,396316.6,0.165,True
egernia-local-equalcpu,egernia,Q10,votable,32,3,16218,0.0,134.975,0.235527,0.342617,0.325258,396346.9,0.15,True
egernia-local-equalcpu,egernia,Q10,votable,4,1,9672,0.0,80.566,0.04877,0.064242,0.059017,396288.4,0.09,True
egernia-local-equalcpu,egernia,Q10,votable,4,2,10088,0.0,84.03,0.046888,0.060715,0.057049,396293.0,0.095,True
egernia-local-equalcpu,egernia,Q10,votable,4,3,10078,0.0,83.955,0.04698,0.061054,0.057311,396398.5,0.08,True
egernia-local-equalcpu,egernia,Q10,votable,8,1,13454,0.0,112.072,0.070108,0.096339,0.087523,396294.5,0.115,True
egernia-local-equalcpu,egernia,Q10,votable,8,2,14090,0.0,117.362,0.066748,0.090755,0.083603,396323.2,0.11,True
egernia-local-equalcpu,egernia,Q10,votable,8,3,14282,0.0,118.959,0.065814,0.089313,0.083641,396383.9,0.11,True
egernia-local-equalcpu,egernia,Q11,votable,1,1,212,0.0,1.764,0.585718,0.660344,0.642718,3956911.4,0.035,True
egernia-local-equalcpu,egernia,Q11,votable,1,2,216,0.0,1.798,0.58225,0.646755,0.632395,3957400.6,0.035,True
egernia-local-equalcpu,egernia,Q11,votable,1,3,213,0.0,1.773,0.602499,0.659965,0.644517,3959259.8,0.035,True
egernia-local-equalcpu,egernia,Q11,votable,16,1,1965,0.0,16.288,0.978878,1.445701,1.380087,3957033.9,0.09,True
egernia-local-equalcpu,egernia,Q11,votable,16,2,1950,0.0,16.207,0.980712,1.51804,1.413693,3956730.9,0.095,True
egernia-local-equalcpu,egernia,Q11,votable,16,3,1936,0.0,16.049,0.988209,1.535947,1.429217,3956665.3,0.095,True
egernia-local-equalcpu,egernia,Q11,votable,32,1,2083,0.0,17.164,1.892608,2.619908,2.49875,3957155.8,0.115,True
egernia-local-equalcpu,egernia,Q11,votable,32,2,2065,0.0,17.022,1.855493,2.805611,2.664886,3957227.4,0.12,True
egernia-local-equalcpu,egernia,Q11,votable,32,3,2087,0.0,17.29,1.86504,2.570764,2.423709,3956522.8,0.115,True
egernia-local-equalcpu,egernia,Q11,votable,4,1,1050,0.0,8.736,0.452451,0.621389,0.590948,3956120.1,0.05,True
egernia-local-equalcpu,egernia,Q11,votable,4,2,1016,0.0,8.461,0.461335,0.640794,0.608931,3957027.9,0.05,True
egernia-local-equalcpu,egernia,Q11,votable,4,3,1061,0.0,8.815,0.435943,0.672232,0.631173,3958821.2,0.05,True
egernia-local-equalcpu,egernia,Q11,votable,8,1,1715,0.0,14.258,0.550789,0.787756,0.742061,3956862.6,0.08,True
egernia-local-equalcpu,egernia,Q11,votable,8,2,1769,0.0,14.704,0.527813,0.736941,0.689495,3956802.7,0.075,True
egernia-local-equalcpu,egernia,Q11,votable,8,3,1762,0.0,14.653,0.535312,0.730858,0.68065,3956702.0,0.08,True
egernia-local-equalcpu,egernia,Q12,votable,1,1,12708,0.0,105.896,0.008984,0.01187,0.011345,1943.0,0.19,True
egernia-local-equalcpu,egernia,Q12,votable,1,2,12858,0.0,107.146,0.008989,0.011451,0.010894,1943.0,0.2,True
egernia-local-equalcpu,egernia,Q12,votable,1,3,12791,0.0,106.586,0.008972,0.011607,0.011035,1943.0,0.19,True
egernia-local-equalcpu,egernia,Q12,votable,16,1,58448,0.0,486.941,0.029134,0.059392,0.056143,1943.0,0.315,True
egernia-local-equalcpu,egernia,Q12,votable,16,2,52676,0.0,438.864,0.036306,0.059069,0.056149,1943.0,0.245,True
egernia-local-equalcpu,egernia,Q12,votable,16,3,57789,0.0,481.476,0.030869,0.055447,0.052517,1943.0,0.3,True
egernia-local-equalcpu,egernia,Q12,votable,32,1,59179,0.0,492.934,0.058312,0.125267,0.118273,1943.0,0.295,True
egernia-local-equalcpu,egernia,Q12,votable,32,2,62112,0.0,517.441,0.055804,0.119505,0.112903,1943.0,0.355,True
egernia-local-equalcpu,egernia,Q12,votable,32,3,60646,0.0,505.185,0.05932,0.10815,0.102083,1943.0,0.3,True
egernia-local-equalcpu,egernia,Q12,votable,4,1,35697,0.0,297.459,0.012918,0.018755,0.017766,1943.0,0.175,True
egernia-local-equalcpu,egernia,Q12,votable,4,2,34703,0.0,289.15,0.013279,0.019351,0.018335,1943.0,0.165,True
egernia-local-equalcpu,egernia,Q12,votable,4,3,30195,0.0,251.606,0.01582,0.022924,0.021751,1943.0,0.17,True
egernia-local-equalcpu,egernia,Q12,votable,8,1,48418,0.0,403.437,0.019144,0.028648,0.027215,1943.0,0.235,True
egernia-local-equalcpu,egernia,Q12,votable,8,2,50150,0.0,417.831,0.018306,0.028629,0.027199,1943.0,0.255,True
egernia-local-equalcpu,egernia,Q12,votable,8,3,50063,0.0,417.134,0.018318,0.028704,0.027208,1943.0,0.245,True
egernia-local-equalcpu,egernia,Q13,votable,1,1,530,0.0,4.408,0.223593,0.313114,0.312639,4629.3,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,1,2,537,0.0,4.474,0.223076,0.308863,0.308408,4629.5,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,1,3,534,0.0,4.45,0.223537,0.312047,0.311127,4628.6,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,16,1,1213,0.0,9.999,1.575793,2.193223,2.192594,4628.4,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,16,2,1224,0.0,10.124,1.564767,2.148818,2.148276,4628.0,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,16,3,1226,0.0,10.127,1.564539,2.184716,2.184241,4627.9,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,32,1,1214,0.0,9.96,3.185599,4.303722,4.302951,4628.4,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,32,2,1224,0.0,10.017,3.136945,4.489145,4.488667,4627.9,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,32,3,1220,0.0,9.968,3.171231,4.289213,4.288323,4627.9,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,4,1,1185,0.0,9.851,0.402367,0.546707,0.546242,4628.4,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,4,2,1193,0.0,9.924,0.399051,0.53885,0.538228,4628.0,0.01,True
egernia-local-equalcpu,egernia,Q13,votable,4,3,1200,0.0,9.976,0.396271,0.551805,0.551328,4627.7,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,8,1,1211,0.0,10.05,0.795986,1.073599,1.073144,4628.3,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,8,2,1218,0.0,10.099,0.793074,1.069718,1.069266,4627.9,0.015,True
egernia-local-equalcpu,egernia,Q13,votable,8,3,1224,0.0,10.151,0.780208,1.071036,1.070594,4627.9,0.015,True
egernia-local-equalcpu,egernia,mix,votable,1,1,6731,0.0,56.088,0.013761,0.033353,0.031839,59034.4,0.13,True
egernia-local-equalcpu,egernia,mix,votable,1,2,6710,0.0,55.916,0.01356,0.033798,0.032258,57067.5,0.135,True
egernia-local-equalcpu,egernia,mix,votable,1,3,6827,0.0,56.888,0.013455,0.033512,0.032019,59035.6,0.13,True
egernia-local-equalcpu,egernia,mix,votable,16,1,33776,0.0,281.356,0.048498,0.105315,0.09625,58698.4,0.205,True
egernia-local-equalcpu,egernia,mix,votable,16,2,34314,0.0,285.733,0.047075,0.107674,0.098303,57977.7,0.195,True
egernia-local-equalcpu,egernia,mix,votable,16,3,34634,0.0,288.436,0.045936,0.104561,0.096682,58110.8,0.195,True
egernia-local-equalcpu,egernia,mix,votable,32,1,35097,0.0,292.08,0.082086,0.247056,0.226838,58592.5,0.215,True
egernia-local-equalcpu,egernia,mix,votable,32,2,36159,0.0,300.89,0.088178,0.208027,0.190522,58165.9,0.22,True
egernia-local-equalcpu,egernia,mix,votable,32,3,35623,0.0,296.619,0.089814,0.214941,0.194495,57925.5,0.205,True
egernia-local-equalcpu,egernia,mix,votable,4,1,21180,0.0,176.306,0.018076,0.042851,0.040389,58627.3,0.12,True
egernia-local-equalcpu,egernia,mix,votable,4,2,20838,0.0,173.614,0.017924,0.043983,0.041321,58127.0,0.13,True
egernia-local-equalcpu,egernia,mix,votable,4,3,20214,0.0,168.361,0.018918,0.04466,0.041766,58141.1,0.125,True
egernia-local-equalcpu,egernia,mix,votable,8,1,28387,0.0,236.353,0.028302,0.063215,0.058171,58490.1,0.155,True
egernia-local-equalcpu,egernia,mix,votable,8,2,29291,0.0,243.976,0.026771,0.061533,0.0572,58075.1,0.17,True
egernia-local-equalcpu,egernia,mix,votable,8,3,28219,0.0,234.912,0.028339,0.063608,0.058851,58605.0,0.165,True
