target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok
argus-local,argus,Q05,votable,32,1,1744,0.0,14.299,2.229177,2.367151,2.363252,8124.3,0.055,True
argus-local,argus,Q05,votable,32,2,1752,0.0,14.347,2.224339,2.360977,2.355659,8379.2,0.03,True
argus-local,argus,Q05,votable,32,3,1750,0.0,14.334,2.223198,2.37166,2.366826,8237.9,0.025,True
argus-local,argus,Q05,votable,4,1,1023,0.0,8.496,0.442712,0.551815,0.548368,8042.3,0.015,True
argus-local,argus,Q05,votable,4,2,1002,0.0,8.324,0.448256,0.554779,0.550815,8240.0,0.015,True
argus-local,argus,Q05,votable,4,3,1066,0.0,8.848,0.436056,0.551706,0.548122,8137.6,0.015,True
argus-local,argus,Q05,votable,8,1,1694,0.0,14.064,0.562036,0.620018,0.61517,8104.5,0.02,True
argus-local,argus,Q05,votable,8,2,1692,0.0,14.04,0.56289,0.617552,0.611625,8289.1,0.02,True
argus-local,argus,Q05,votable,8,3,1692,0.0,14.049,0.563128,0.61506,0.611013,8204.7,0.025,True
argus-local,argus,Q06,votable,1,1,284,0.0,2.365,0.426566,0.445837,0.439349,98107.7,0.02,True
argus-local,argus,Q06,votable,1,2,284,0.0,2.361,0.429093,0.455497,0.448482,99916.7,0.02,True
argus-local,argus,Q06,votable,1,3,284,0.0,2.364,0.429747,0.445541,0.440294,91251.3,0.02,True
argus-local,argus,Q06,votable,16,1,1733,0.0,14.318,1.12403,1.221019,1.212358,98266.0,0.035,True
argus-local,argus,Q06,votable,16,2,1722,0.0,14.256,1.127776,1.227201,1.216184,98717.8,0.03,True
argus-local,argus,Q06,votable,16,3,1739,0.0,14.361,1.121488,1.222801,1.212566,96205.4,0.03,True
argus-local,argus,Q06,votable,32,1,1747,0.0,14.295,2.237378,2.377489,2.367575,97784.4,0.035,True
argus-local,argus,Q06,votable,32,2,1740,0.0,14.235,2.245907,2.374304,2.365477,98579.2,0.045,True
argus-local,argus,Q06,votable,32,3,1748,0.0,14.314,2.238552,2.368767,2.36138,95951.7,0.035,True
argus-local,argus,Q06,votable,4,1,966,0.0,8.03,0.534652,0.559673,0.55235,98822.7,0.04,True
argus-local,argus,Q06,votable,4,2,1112,0.0,9.249,0.436656,0.45992,0.452257,96668.9,0.04,True
argus-local,argus,Q06,votable,4,3,997,0.0,8.281,0.453052,0.56428,0.556637,95474.0,0.02,True
argus-local,argus,Q06,votable,8,1,1689,0.0,14.018,0.572304,0.624931,0.614995,98099.0,0.03,True
argus-local,argus,Q06,votable,8,2,1693,0.0,14.073,0.569179,0.626021,0.617778,98149.8,0.025,True
argus-local,argus,Q06,votable,8,3,1693,0.0,14.054,0.5707,0.630751,0.622731,96581.3,0.03,True
argus-local,argus,Q07,votable,1,1,395,0.0,3.285,0.350712,0.43069,0.425959,28439.9,0.025,True
argus-local,argus,Q07,votable,1,2,384,0.0,3.197,0.350531,0.431796,0.426744,30137.8,0.02,True
argus-local,argus,Q07,votable,1,3,382,0.0,3.175,0.352816,0.432878,0.427832,30218.0,0.03,True
argus-local,argus,Q07,votable,16,1,2463,0.0,20.405,0.817014,0.999808,0.990999,30016.6,0.035,True
argus-local,argus,Q07,votable,16,2,2462,0.0,20.391,0.813194,1.004405,0.997463,30030.2,0.03,True
argus-local,argus,Q07,votable,16,3,2466,0.0,20.419,0.815558,0.999883,0.993299,30314.2,0.03,True
argus-local,argus,Q07,votable,32,1,2478,0.0,20.43,1.581472,1.814801,1.808825,30060.2,0.04,True
argus-local,argus,Q07,votable,32,2,2472,0.0,20.356,1.58518,1.844636,1.837598,29992.9,0.035,True
argus-local,argus,Q07,votable,32,3,2414,0.0,19.879,1.588733,1.884188,1.840031,30326.5,0.04,True
argus-local,argus,Q07,votable,4,1,1395,0.0,11.601,0.377726,0.493821,0.489122,29741.6,0.025,True
argus-local,argus,Q07,votable,4,2,1469,0.0,12.206,0.36436,0.455114,0.450531,29744.0,0.02,True
argus-local,argus,Q07,votable,4,3,1444,0.0,12.0,0.369252,0.47885,0.473853,29455.9,0.02,True
argus-local,argus,Q07,votable,8,1,2372,0.0,19.688,0.453455,0.571268,0.563169,30083.8,0.03,True
argus-local,argus,Q07,votable,8,2,2380,0.0,19.76,0.450803,0.568512,0.561045,29847.6,0.03,True
argus-local,argus,Q07,votable,8,3,2375,0.0,19.722,0.449926,0.572881,0.566461,30122.3,0.03,True
argus-local,argus,Q10,votable,1,1,3300,0.0,27.496,0.034914,0.040807,0.021827,396859.5,0.28,True
argus-local,argus,Q10,votable,1,2,3388,0.0,28.229,0.035029,0.04074,0.021667,396914.1,0.285,True
argus-local,argus,Q10,votable,1,3,3398,0.0,28.315,0.034831,0.040592,0.021797,396984.6,0.28,True
argus-local,argus,Q10,votable,16,1,17920,0.0,149.236,0.105799,0.135438,0.086789,396946.7,0.435,True
argus-local,argus,Q10,votable,16,2,17743,0.0,147.749,0.106212,0.135599,0.08714,396965.6,0.43,True
argus-local,argus,Q10,votable,16,3,17686,0.0,147.282,0.10594,0.135807,0.08698,396969.4,0.445,True
argus-local,argus,Q10,votable,32,1,17614,0.0,146.577,0.217002,0.249558,0.203059,396944.7,0.425,True
argus-local,argus,Q10,votable,32,2,17658,0.0,146.946,0.216489,0.248793,0.2026,396964.8,0.43,True
argus-local,argus,Q10,votable,32,3,17615,0.0,146.571,0.217001,0.24958,0.202496,396970.2,0.425,True
argus-local,argus,Q10,votable,4,1,10744,0.0,89.512,0.044036,0.054268,0.028801,396919.9,0.28,True
argus-local,argus,Q10,votable,4,2,10322,0.0,85.998,0.044144,0.054199,0.028794,396936.7,0.265,True
argus-local,argus,Q10,votable,4,3,10723,0.0,89.331,0.044231,0.054065,0.028729,397036.8,0.26,True
argus-local,argus,Q10,votable,8,1,15977,0.0,133.087,0.059133,0.076088,0.039682,396935.9,0.395,True
argus-local,argus,Q10,votable,8,2,15636,0.0,130.254,0.059202,0.075494,0.0394,396970.4,0.385,True
argus-local,argus,Q10,votable,8,3,16023,0.0,133.474,0.059129,0.075311,0.039379,396996.5,0.385,True
argus-local,argus,Q11,votable,1,1,547,0.0,4.55,0.218662,0.234073,0.020363,3958936.0,0.335,True
argus-local,argus,Q11,votable,1,2,547,0.0,4.553,0.21914,0.232388,0.020034,3956891.7,0.325,True
argus-local,argus,Q11,votable,1,3,547,0.0,4.552,0.218853,0.232262,0.020428,3957815.1,0.345,True
argus-local,argus,Q11,votable,16,1,2608,0.0,21.635,0.737461,0.835067,0.452076,3958964.2,0.485,True
argus-local,argus,Q11,votable,16,2,2611,0.0,21.651,0.737765,0.834807,0.450827,3958362.4,0.485,True
argus-local,argus,Q11,votable,16,3,2615,0.0,21.722,0.735593,0.833179,0.447321,3957826.6,0.5,True
argus-local,argus,Q11,votable,32,1,2637,0.0,21.722,1.468179,1.577769,1.20373,3959035.1,0.515,True
argus-local,argus,Q11,votable,32,2,2637,0.0,21.731,1.469632,1.579383,1.204977,3958298.2,0.53,True
argus-local,argus,Q11,votable,32,3,2638,0.0,21.744,1.468614,1.578593,1.202858,3957930.1,0.515,True
argus-local,argus,Q11,votable,4,1,1771,0.0,14.734,0.270921,0.306702,0.030478,3958415.2,0.335,True
argus-local,argus,Q11,votable,4,2,1768,0.0,14.719,0.271007,0.303973,0.030345,3958320.2,0.355,True
argus-local,argus,Q11,votable,4,3,1768,0.0,14.719,0.271256,0.306833,0.031342,3958157.8,0.335,True
argus-local,argus,Q11,votable,8,1,2546,0.0,21.168,0.376505,0.439273,0.045604,3958762.0,0.48,True
argus-local,argus,Q11,votable,8,2,2546,0.0,21.18,0.376606,0.441013,0.045465,3958524.6,0.485,True
argus-local,argus,Q11,votable,8,3,2555,0.0,21.242,0.374777,0.439694,0.045452,3957977.0,0.48,True
argus-local,argus,Q12,votable,1,1,281,0.0,2.336,0.427239,0.445343,0.442054,3182.0,0.015,True
argus-local,argus,Q12,votable,1,2,281,0.0,2.341,0.426187,0.441703,0.439287,3181.9,0.015,True
argus-local,argus,Q12,votable,1,3,281,0.0,2.337,0.425901,0.445889,0.442064,3181.9,0.015,True
argus-local,argus,Q12,votable,16,1,1745,0.0,14.426,1.102504,1.208634,1.204022,3181.8,0.025,True
argus-local,argus,Q12,votable,16,2,1744,0.0,14.416,1.103624,1.21305,1.207923,3181.9,0.02,True
argus-local,argus,Q12,votable,16,3,1747,0.0,14.422,1.104702,1.214453,1.211123,3181.9,0.02,True
argus-local,argus,Q12,votable,32,1,1754,0.0,14.388,2.220295,2.350922,2.34539,3181.8,0.035,True
argus-local,argus,Q12,votable,32,2,1757,0.0,14.383,2.213389,2.340851,2.334808,3181.9,0.03,True
argus-local,argus,Q12,votable,32,3,1764,0.0,14.447,2.211093,2.33515,2.330449,3181.9,0.03,True
argus-local,argus,Q12,votable,4,1,1032,0.0,8.573,0.437496,0.549497,0.54639,3181.9,0.015,True
argus-local,argus,Q12,votable,4,2,1018,0.0,8.458,0.443389,0.550915,0.54765,3181.9,0.015,True
argus-local,argus,Q12,votable,4,3,1002,0.0,8.324,0.450886,0.55325,0.549876,3181.9,0.015,True
argus-local,argus,Q12,votable,8,1,1703,0.0,14.149,0.558614,0.609604,0.604126,3181.8,0.02,True
argus-local,argus,Q12,votable,8,2,1703,0.0,14.146,0.558501,0.612185,0.608353,3181.9,0.02,True
argus-local,argus,Q12,votable,8,3,1712,0.0,14.215,0.556303,0.614027,0.609396,3181.9,0.02,True
argus-local,argus,Q13,votable,1,1,325,0.0,2.705,0.373872,0.41724,0.414601,5211.9,0.015,True
argus-local,argus,Q13,votable,1,2,325,0.0,2.703,0.375445,0.41865,0.415617,5212.4,0.02,True
argus-local,argus,Q13,votable,1,3,324,0.0,2.7,0.371538,0.424654,0.423021,5211.0,0.015,True
argus-local,argus,Q13,votable,16,1,2080,0.0,17.223,0.925639,1.072055,1.066041,5211.2,0.025,True
argus-local,argus,Q13,votable,16,2,2072,0.0,17.135,0.927604,1.079903,1.074073,5211.4,0.025,True
argus-local,argus,Q13,votable,16,3,2077,0.0,17.19,0.928474,1.071813,1.066857,5211.3,0.025,True
argus-local,argus,Q13,votable,32,1,2084,0.0,17.122,1.864144,2.0323,2.027599,5211.2,0.035,True
argus-local,argus,Q13,votable,32,2,2096,0.0,17.222,1.854946,2.033129,2.027619,5211.3,0.03,True
argus-local,argus,Q13,votable,32,3,2097,0.0,17.207,1.852018,2.037471,2.034734,5211.3,0.035,True
argus-local,argus,Q13,votable,4,1,1194,0.0,9.922,0.39531,0.514252,0.510644,5211.3,0.015,True
argus-local,argus,Q13,votable,4,2,1268,0.0,10.542,0.381055,0.43126,0.427894,5211.0,0.015,True
argus-local,argus,Q13,votable,4,3,1264,0.0,10.501,0.38079,0.436243,0.432403,5210.8,0.015,True
argus-local,argus,Q13,votable,8,1,2004,0.0,16.65,0.478533,0.573232,0.568801,5211.0,0.025,True
argus-local,argus,Q13,votable,8,2,2011,0.0,16.708,0.478742,0.56862,0.563353,5211.4,0.025,True
argus-local,argus,Q13,votable,8,3,2015,0.0,16.729,0.477255,0.568223,0.56301,5211.1,0.025,True
argus-local,argus,mix,votable,1,1,441,0.0,3.675,0.404506,0.438973,0.434215,52336.3,0.04,True
argus-local,argus,mix,votable,1,2,459,0.0,3.816,0.403363,0.436432,0.432698,60197.0,0.03,True
argus-local,argus,mix,votable,1,3,473,0.0,3.932,0.399664,0.437287,0.433384,67286.9,0.04,True
argus-local,argus,mix,votable,16,1,2888,0.0,23.955,0.749823,1.024098,1.017352,59565.3,0.05,True
argus-local,argus,mix,votable,16,2,2904,0.0,24.022,0.741885,1.02576,1.019215,57766.6,0.055,True
argus-local,argus,mix,votable,16,3,2915,0.0,24.161,0.725788,1.036141,1.030441,62898.9,0.045,True
argus-local,argus,mix,votable,32,1,2908,0.0,24.03,1.370952,1.762673,1.754118,60122.8,0.045,True
argus-local,argus,mix,votable,32,2,2918,0.0,24.034,1.358365,1.752419,1.744868,57747.4,0.05,True
argus-local,argus,mix,votable,32,3,2936,0.0,24.222,1.350602,1.741823,1.735228,62919.5,0.04,True
argus-local,argus,mix,votable,4,1,1671,0.0,13.9,0.41263,0.530479,0.525541,59292.4,0.04,True
argus-local,argus,mix,votable,4,2,1670,0.0,13.883,0.413851,0.528338,0.524203,59971.5,0.055,True
argus-local,argus,mix,votable,4,3,1682,0.0,13.974,0.407213,0.533955,0.52961,62542.6,0.04,True
argus-local,argus,mix,votable,8,1,2788,0.0,23.157,0.507293,0.598348,0.591833,59167.0,0.05,True
argus-local,argus,mix,votable,8,2,2793,0.0,23.242,0.506815,0.596207,0.59007,57654.7,0.055,True
argus-local,argus,mix,votable,8,3,2816,0.0,23.389,0.506885,0.591,0.584339,62893.9,0.055,True
egernia-local,egernia,Q01,csv,1,1,19946,0.0,166.214,0.005536,0.008118,0.007546,1835.0,0.275,True
egernia-local,egernia,Q01,csv,1,2,19850,0.0,165.414,0.005571,0.008125,0.007594,1835.0,0.285,True
egernia-local,egernia,Q01,csv,1,3,19892,0.0,165.765,0.005561,0.008191,0.007639,1835.0,0.28,True
egernia-local,egernia,Q01,csv,16,1,22340,0.0,186.047,0.083411,0.113674,0.10837,1835.0,0.12,True
egernia-local,egernia,Q01,csv,16,2,22240,0.0,185.26,0.083884,0.112935,0.1079,1835.0,0.125,True
egernia-local,egernia,Q01,csv,16,3,22357,0.0,186.248,0.083211,0.113972,0.108637,1835.0,0.12,True
egernia-local,egernia,Q01,csv,32,1,21078,0.0,175.481,0.177405,0.224803,0.2195,1835.0,0.12,True
egernia-local,egernia,Q01,csv,32,2,20974,0.0,174.629,0.177762,0.227826,0.221897,1835.0,0.115,True
egernia-local,egernia,Q01,csv,32,3,21121,0.0,175.819,0.177074,0.223666,0.21873,1835.0,0.12,True
egernia-local,egernia,Q01,csv,4,1,24399,0.0,203.301,0.01866,0.028309,0.02667,1835.0,0.12,True
egernia-local,egernia,Q01,csv,4,2,24355,0.0,202.937,0.018742,0.028236,0.026627,1835.0,0.105,True
egernia-local,egernia,Q01,csv,4,3,24394,0.0,203.254,0.018666,0.028272,0.026695,1835.0,0.105,True
egernia-local,egernia,Q01,csv,8,1,23149,0.0,192.883,0.039804,0.058486,0.055591,1835.0,0.1,True
egernia-local,egernia,Q01,csv,8,2,23151,0.0,192.887,0.039892,0.05876,0.055622,1835.0,0.105,True
egernia-local,egernia,Q01,csv,8,3,23110,0.0,192.55,0.039865,0.059052,0.056072,1835.0,0.125,True
egernia-local,egernia,Q02,csv,1,1,7749,0.0,64.567,0.014429,0.02361,0.02281,38405.0,0.14,True
egernia-local,egernia,Q02,csv,1,2,7745,0.0,64.539,0.014479,0.023552,0.022793,38413.5,0.13,True
egernia-local,egernia,Q02,csv,1,3,7797,0.0,64.972,0.014361,0.023576,0.022899,38402.4,0.135,True
egernia-local,egernia,Q02,csv,16,1,17905,0.0,149.112,0.104465,0.140527,0.134548,38404.7,0.09,True
egernia-local,egernia,Q02,csv,16,2,17781,0.0,148.098,0.105004,0.14136,0.13597,38407.9,0.09,True
egernia-local,egernia,Q02,csv,16,3,17780,0.0,148.077,0.105342,0.141061,0.135222,38409.0,0.09,True
egernia-local,egernia,Q02,csv,32,1,16961,0.0,141.131,0.221027,0.277071,0.271392,38405.3,0.085,True
egernia-local,egernia,Q02,csv,32,2,16871,0.0,140.421,0.222816,0.277562,0.271886,38407.2,0.1,True
egernia-local,egernia,Q02,csv,32,3,16917,0.0,140.793,0.221585,0.277726,0.271528,38409.6,0.1,True
egernia-local,egernia,Q02,csv,4,1,16765,0.0,139.68,0.027245,0.041478,0.039994,38405.4,0.085,True
egernia-local,egernia,Q02,csv,4,2,16552,0.0,137.903,0.027671,0.042049,0.040478,38407.8,0.085,True
egernia-local,egernia,Q02,csv,4,3,16665,0.0,138.857,0.027526,0.041572,0.040041,38409.6,0.085,True
egernia-local,egernia,Q02,csv,8,1,18299,0.0,152.453,0.050612,0.072842,0.069801,38405.6,0.09,True
egernia-local,egernia,Q02,csv,8,2,18270,0.0,152.197,0.050839,0.073167,0.070019,38407.5,0.09,True
egernia-local,egernia,Q02,csv,8,3,18293,0.0,152.404,0.050716,0.072654,0.069681,38408.5,0.085,True
egernia-local,egernia,Q03,csv,1,1,4122,0.0,34.348,0.012556,0.124928,0.12445,25626.5,0.085,True
egernia-local,egernia,Q03,csv,1,2,4160,0.0,34.663,0.012477,0.125207,0.124706,25706.9,0.085,True
egernia-local,egernia,Q03,csv,1,3,4119,0.0,34.303,0.012464,0.12564,0.125096,25597.3,0.085,True
egernia-local,egernia,Q03,csv,16,1,16294,0.0,135.55,0.094988,0.256374,0.253632,25624.8,0.085,True
egernia-local,egernia,Q03,csv,16,2,16291,0.0,135.52,0.095887,0.255126,0.252103,25721.2,0.09,True
egernia-local,egernia,Q03,csv,16,3,16192,0.0,134.843,0.096123,0.256016,0.253137,25662.0,0.085,True
egernia-local,egernia,Q03,csv,32,1,15422,0.0,128.143,0.227722,0.389124,0.38541,25626.6,0.08,True
egernia-local,egernia,Q03,csv,32,2,15574,0.0,129.499,0.224268,0.386814,0.382849,25732.6,0.08,True
egernia-local,egernia,Q03,csv,32,3,15554,0.0,129.306,0.225161,0.388085,0.385285,25637.5,0.08,True
egernia-local,egernia,Q03,csv,4,1,12268,0.0,102.179,0.020025,0.157392,0.15659,25670.1,0.085,True
egernia-local,egernia,Q03,csv,4,2,12468,0.0,103.871,0.019505,0.154828,0.154175,25659.7,0.08,True
egernia-local,egernia,Q03,csv,4,3,12455,0.0,103.684,0.019603,0.155165,0.154482,25671.0,0.085,True
egernia-local,egernia,Q03,csv,8,1,16581,0.0,138.048,0.036706,0.190605,0.18911,25648.8,0.095,True
egernia-local,egernia,Q03,csv,8,2,16611,0.0,138.348,0.036758,0.190641,0.189023,25714.0,0.09,True
egernia-local,egernia,Q03,csv,8,3,16526,0.0,137.658,0.037055,0.189486,0.18798,25658.9,0.09,True
egernia-local,egernia,Q04,csv,1,1,5581,0.0,46.508,0.020851,0.026232,0.025634,60019.3,0.105,True
egernia-local,egernia,Q04,csv,1,2,5565,0.0,46.367,0.020862,0.026546,0.025821,60021.1,0.095,True
egernia-local,egernia,Q04,csv,1,3,5587,0.0,46.557,0.020812,0.026107,0.025321,60016.8,0.095,True
egernia-local,egernia,Q04,csv,16,1,16315,0.0,135.86,0.115088,0.150469,0.14542,60023.4,0.08,True
egernia-local,egernia,Q04,csv,16,2,16254,0.0,135.37,0.115435,0.151562,0.146328,60025.7,0.085,True
egernia-local,egernia,Q04,csv,16,3,16274,0.0,135.493,0.115316,0.15179,0.146263,60018.0,0.08,True
egernia-local,egernia,Q04,csv,32,1,15417,0.0,128.25,0.244866,0.299901,0.294315,60010.6,0.08,True
egernia-local,egernia,Q04,csv,32,2,15382,0.0,128.001,0.245547,0.300783,0.295661,60027.2,0.075,True
egernia-local,egernia,Q04,csv,32,3,15380,0.0,127.921,0.245368,0.30094,0.295407,60019.0,0.09,True
egernia-local,egernia,Q04,csv,4,1,13779,0.0,114.804,0.03388,0.046059,0.044248,60017.8,0.07,True
egernia-local,egernia,Q04,csv,4,2,13681,0.0,113.997,0.034085,0.046537,0.044724,60002.0,0.085,True
egernia-local,egernia,Q04,csv,4,3,13644,0.0,113.675,0.034231,0.046311,0.044714,60018.1,0.07,True
egernia-local,egernia,Q04,csv,8,1,15988,0.0,133.193,0.058436,0.080014,0.076827,60015.2,0.075,True
egernia-local,egernia,Q04,csv,8,2,15994,0.0,133.227,0.058552,0.080039,0.077046,60013.5,0.08,True
egernia-local,egernia,Q04,csv,8,3,16017,0.0,133.433,0.058346,0.079663,0.076548,60015.0,0.08,True
egernia-local,egernia,Q05,csv,1,1,12148,0.0,101.229,0.009325,0.013192,0.012615,3859.3,0.18,True
egernia-local,egernia,Q05,csv,1,2,12145,0.0,101.202,0.009325,0.013416,0.01284,3875.5,0.19,True
egernia-local,egernia,Q05,csv,1,3,12078,0.0,100.647,0.009369,0.013319,0.012718,3896.9,0.18,True
egernia-local,egernia,Q05,csv,16,1,20329,0.0,169.34,0.091836,0.123373,0.118146,3904.3,0.095,True
egernia-local,egernia,Q05,csv,16,2,20239,0.0,168.552,0.092089,0.125125,0.119701,3838.0,0.1,True
egernia-local,egernia,Q05,csv,16,3,20361,0.0,169.603,0.091538,0.123871,0.118799,3866.2,0.1,True
egernia-local,egernia,Q05,csv,32,1,19187,0.0,159.726,0.194858,0.247644,0.242159,3923.7,0.09,True
egernia-local,egernia,Q05,csv,32,2,19184,0.0,159.677,0.195376,0.247426,0.242066,3836.8,0.1,True
egernia-local,egernia,Q05,csv,32,3,19181,0.0,159.671,0.194807,0.247965,0.242738,3854.3,0.095,True
egernia-local,egernia,Q05,csv,4,1,21468,0.0,178.867,0.021232,0.032278,0.030532,3897.1,0.115,True
egernia-local,egernia,Q05,csv,4,2,21557,0.0,179.621,0.021135,0.032363,0.030618,3841.3,0.115,True
egernia-local,egernia,Q05,csv,4,3,21613,0.0,180.085,0.021079,0.031902,0.030227,3866.3,0.115,True
egernia-local,egernia,Q05,csv,8,1,21339,0.0,177.792,0.043235,0.063777,0.060605,3897.3,0.115,True
egernia-local,egernia,Q05,csv,8,2,20844,0.0,173.68,0.043927,0.067166,0.063731,3843.8,0.11,True
egernia-local,egernia,Q05,csv,8,3,21342,0.0,177.821,0.043312,0.063592,0.06049,3867.7,0.115,True
egernia-local,egernia,Q06,csv,1,1,6799,0.0,56.653,0.017273,0.023848,0.022925,71891.3,0.125,True
egernia-local,egernia,Q06,csv,1,2,6819,0.0,56.815,0.01729,0.023827,0.022836,71374.6,0.12,True
egernia-local,egernia,Q06,csv,1,3,6841,0.0,57.002,0.017228,0.023686,0.022747,70666.8,0.12,True
egernia-local,egernia,Q06,csv,16,1,16426,0.0,136.797,0.114453,0.152315,0.141863,71891.6,0.105,True
egernia-local,egernia,Q06,csv,16,2,16490,0.0,137.315,0.113834,0.15245,0.142017,71293.5,0.1,True
egernia-local,egernia,Q06,csv,16,3,16513,0.0,137.518,0.113331,0.152443,0.14166,71007.7,0.1,True
egernia-local,egernia,Q06,csv,32,1,15545,0.0,129.341,0.242168,0.304785,0.294651,71984.1,0.1,True
egernia-local,egernia,Q06,csv,32,2,15534,0.0,129.278,0.242448,0.304032,0.293214,71276.0,0.1,True
egernia-local,egernia,Q06,csv,32,3,15650,0.0,130.23,0.240871,0.299981,0.28823,71061.5,0.095,True
egernia-local,egernia,Q06,csv,4,1,15448,0.0,128.701,0.030062,0.04417,0.041443,71914.4,0.085,True
egernia-local,egernia,Q06,csv,4,2,15574,0.0,129.769,0.029847,0.04392,0.04121,71296.5,0.085,True
egernia-local,egernia,Q06,csv,4,3,15583,0.0,129.833,0.0298,0.04401,0.041174,71077.6,0.1,True
egernia-local,egernia,Q06,csv,8,1,16886,0.0,140.642,0.055312,0.078619,0.072891,71842.9,0.105,True
egernia-local,egernia,Q06,csv,8,2,16962,0.0,141.308,0.055001,0.078306,0.072686,71270.9,0.1,True
egernia-local,egernia,Q06,csv,8,3,16838,0.0,140.269,0.05536,0.079132,0.073391,71049.4,0.1,True
egernia-local,egernia,Q07,csv,1,1,9332,0.0,77.764,0.012675,0.018052,0.017469,20004.2,0.145,True
egernia-local,egernia,Q07,csv,1,2,9325,0.0,77.704,0.012681,0.018067,0.017543,20200.1,0.15,True
egernia-local,egernia,Q07,csv,1,3,9271,0.0,77.255,0.012781,0.018227,0.017621,20176.0,0.145,True
egernia-local,egernia,Q07,csv,16,1,18943,0.0,157.778,0.098768,0.132252,0.126991,20086.7,0.09,True
egernia-local,egernia,Q07,csv,16,2,18856,0.0,157.053,0.098806,0.134241,0.128842,20068.1,0.095,True
egernia-local,egernia,Q07,csv,16,3,19032,0.0,158.504,0.098173,0.132065,0.126627,20195.1,0.095,True
egernia-local,egernia,Q07,csv,32,1,17957,0.0,149.441,0.208785,0.26406,0.258615,20105.3,0.09,True
egernia-local,egernia,Q07,csv,32,2,17937,0.0,149.3,0.209123,0.264781,0.258715,20085.5,0.09,True
egernia-local,egernia,Q07,csv,32,3,17991,0.0,149.747,0.208487,0.26185,0.255821,20257.9,0.09,True
egernia-local,egernia,Q07,csv,4,1,19223,0.0,160.178,0.023981,0.036259,0.034744,20097.0,0.1,True
egernia-local,egernia,Q07,csv,4,2,19182,0.0,159.826,0.02407,0.03645,0.03476,20025.9,0.105,True
egernia-local,egernia,Q07,csv,4,3,19340,0.0,161.149,0.023819,0.036264,0.034706,20220.5,0.105,True
egernia-local,egernia,Q07,csv,8,1,19951,0.0,166.233,0.046566,0.067378,0.064268,20092.0,0.11,True
egernia-local,egernia,Q07,csv,8,2,19950,0.0,166.195,0.046565,0.067413,0.064396,20000.6,0.095,True
egernia-local,egernia,Q07,csv,8,3,19818,0.0,165.1,0.046798,0.068075,0.065016,20211.7,0.095,True
egernia-local,egernia,Q10,csv,1,1,3660,0.0,30.493,0.031871,0.039271,0.037436,298464.2,0.09,True
egernia-local,egernia,Q10,csv,1,2,3658,0.0,30.478,0.031977,0.038908,0.036977,298526.8,0.09,True
egernia-local,egernia,Q10,csv,1,3,3651,0.0,30.422,0.031925,0.039549,0.037524,298572.6,0.09,True
egernia-local,egernia,Q10,csv,16,1,10383,0.0,86.418,0.182657,0.237535,0.201923,298539.2,0.085,True
egernia-local,egernia,Q10,csv,16,2,10525,0.0,87.633,0.179954,0.233233,0.19877,298542.1,0.08,True
egernia-local,egernia,Q10,csv,16,3,10552,0.0,87.842,0.179677,0.233439,0.197893,298634.4,0.08,True
egernia-local,egernia,Q10,csv,32,1,10144,0.0,84.321,0.374186,0.455655,0.413657,298531.9,0.08,True
egernia-local,egernia,Q10,csv,32,2,10146,0.0,84.344,0.374771,0.454933,0.414444,298534.4,0.08,True
egernia-local,egernia,Q10,csv,32,3,10177,0.0,84.609,0.37366,0.454031,0.411717,298638.7,0.075,True
egernia-local,egernia,Q10,csv,4,1,9115,0.0,75.939,0.051813,0.069092,0.06253,298530.3,0.085,True
egernia-local,egernia,Q10,csv,4,2,9157,0.0,76.289,0.0516,0.068968,0.062317,298524.3,0.07,True
egernia-local,egernia,Q10,csv,4,3,9214,0.0,76.773,0.051391,0.068065,0.061731,298640.2,0.07,True
egernia-local,egernia,Q10,csv,8,1,10600,0.0,88.283,0.088905,0.116233,0.101445,298540.8,0.08,True
egernia-local,egernia,Q10,csv,8,2,10524,0.0,87.644,0.089717,0.116797,0.102191,298542.7,0.08,True
egernia-local,egernia,Q10,csv,8,3,10456,0.0,87.077,0.090217,0.117562,0.102273,298637.1,0.08,True
egernia-local,egernia,Q11,csv,1,1,516,0.0,4.298,0.222866,0.262574,0.246975,2996012.0,0.055,True
egernia-local,egernia,Q11,csv,1,2,528,0.0,4.395,0.223999,0.253804,0.240137,2993757.3,0.06,True
egernia-local,egernia,Q11,csv,1,3,523,0.0,4.356,0.223894,0.257653,0.243759,2994934.0,0.055,True
egernia-local,egernia,Q11,csv,16,1,1988,0.0,16.521,0.959798,1.181715,0.728916,2995905.3,0.075,True
egernia-local,egernia,Q11,csv,16,2,1996,0.0,16.522,0.952498,1.194466,0.737919,2995734.8,0.08,True
egernia-local,egernia,Q11,csv,16,3,1999,0.0,16.564,0.952982,1.196446,0.726772,2995237.0,0.075,True
egernia-local,egernia,Q11,csv,32,1,1959,0.0,16.167,1.964842,2.415829,1.730942,2995987.6,0.08,True
egernia-local,egernia,Q11,csv,32,2,1972,0.0,16.296,1.959499,2.370597,1.684768,2995581.4,0.095,True
egernia-local,egernia,Q11,csv,32,3,1989,0.0,16.436,1.934946,2.293782,1.505027,2995319.5,0.08,True
egernia-local,egernia,Q11,csv,4,1,1357,0.0,11.285,0.349481,0.481972,0.432995,2995608.6,0.045,True
