target,tier,query_class,response_format,concurrency,repetition,requests,rps,window_seconds,coverage,cpu_seconds,cpu_cores,cpu_seconds_per_request,mem_mean_bytes,mem_peak_bytes,api_workers
argus-scaling3,24,Q05,csv,8,3,1168,19.346,60.693151,0.913905,479.954812,7.907891,0.41092,4086940330.666667,4088868864,
argus-scaling3,24,Q11,csv,32,1,2567,42.324,60.868089,0.914313,513.330222,8.433487,0.199973,4182894250.666667,4188155904,
argus-scaling3,24,Q11,csv,32,2,2562,42.201,60.786886,0.916003,513.858173,8.453438,0.200569,4204557994.666667,4211113984,
argus-scaling3,24,Q11,csv,32,3,2573,42.395,60.845279,0.914951,515.195239,8.4673,0.200231,4220351829.333333,4224991232,
argus-scaling3,24,Q11,csv,8,1,2430,40.381,60.247298,0.923712,480.207969,7.970614,0.197616,4128836949.333333,4139589632,
argus-scaling3,24,Q11,csv,8,2,2429,40.368,60.209501,0.924254,478.968633,7.955034,0.197188,4146063360.0,4150566912,
argus-scaling3,24,Q11,csv,8,3,2426,40.333,60.298913,0.838738,482.111609,7.995362,0.198727,4159378897.454545,4164272128,
argus-scaling3,24,Q13,csv,32,1,1298,21.181,62.094111,0.894199,505.39714,8.139212,0.389366,4190464341.333333,4193337344,
argus-scaling3,24,Q13,csv,32,2,1295,21.035,61.826049,0.898209,503.393996,8.142102,0.388721,4161209002.666667,4195803136,
argus-scaling3,24,Q13,csv,32,3,1299,21.131,61.797062,0.898597,502.975652,8.139152,0.387202,4148477610.666667,4150976512,
argus-scaling3,24,Q13,csv,8,1,1264,20.908,60.704503,0.913908,480.130079,7.909299,0.37985,4204799317.333333,4215156736,
argus-scaling3,24,Q13,csv,8,2,1245,20.631,60.451301,0.917723,478.516024,7.915728,0.38435,4168157525.333333,4170096640,
argus-scaling3,24,Q13,csv,8,3,1266,20.989,60.663236,0.91488,479.833889,7.909797,0.379016,4176501077.333333,4178399232,
argus-scaling3,24,mix,csv,32,1,1920,31.506,61.436246,0.903868,503.800398,8.200377,0.262396,2819321173.333333,2826670080,
argus-scaling3,24,mix,csv,32,2,1852,30.306,61.32906,0.905528,501.824131,8.182485,0.270963,2831470592.0,2838945792,
argus-scaling3,24,mix,csv,32,3,1940,31.736,61.453917,0.903633,503.760999,8.197378,0.259671,2840656554.666667,2843799552,
argus-scaling3,24,mix,csv,8,1,1745,28.896,60.674379,0.914289,478.518612,7.886667,0.274223,2770068821.333333,2779422720,
argus-scaling3,24,mix,csv,8,2,1868,30.965,60.605942,0.915306,477.677094,7.881687,0.255716,2780222464.0,2784444416,
argus-scaling3,24,mix,csv,8,3,1929,31.949,60.507535,0.916889,476.413815,7.873628,0.246975,2794473130.666667,2802630656,
argus-scaling3,24,Q01,votable,32,1,51222,853.195,60.061996,0.845581,485.904626,8.090051,0.009486,1770728354.909091,1843712000,
argus-scaling3,24,Q01,votable,32,2,51432,856.801,60.060962,0.930564,484.945911,8.074228,0.009429,2137395882.666667,2279047168,
argus-scaling3,24,Q01,votable,32,3,51355,855.496,60.068249,0.929884,484.942754,8.073196,0.009443,2526035968.0,2603855872,
argus-scaling3,24,Q01,votable,8,1,32585,542.977,60.097472,0.927007,275.790059,4.589046,0.008464,1377624405.333333,1419210752,
argus-scaling3,24,Q01,votable,8,2,32695,544.584,60.080508,0.926766,277.478944,4.618452,0.008487,1492082688.0,1532362752,
argus-scaling3,24,Q01,votable,8,3,32422,540.242,60.06046,0.928027,276.004704,4.595448,0.008513,1610825045.333333,1649369088,
argus-scaling3,24,Q05,votable,32,1,1133,18.262,62.31502,0.89127,506.280673,8.124537,0.44685,2618884096.0,2620846080,
argus-scaling3,24,Q05,votable,32,2,1102,17.899,61.886764,0.897381,502.424695,8.118452,0.455921,2624512341.333333,2625892352,
argus-scaling3,24,Q05,votable,32,3,1143,18.532,61.883674,0.89744,503.183294,8.131115,0.44023,2631418197.333333,2633809920,
argus-scaling3,24,Q05,votable,8,1,1116,18.479,60.89081,0.912014,482.193309,7.918983,0.432073,2606341802.666667,2607697920,
argus-scaling3,24,Q05,votable,8,2,1119,18.538,60.456876,0.918251,479.268052,7.927437,0.4283,2603521024.0,2605805568,
argus-scaling3,24,Q05,votable,8,3,1097,18.158,60.638104,0.914702,480.773897,7.928577,0.438262,2602354346.666667,2604519424,
argus-scaling3,24,Q11,votable,32,1,2018,33.131,61.037589,0.912483,505.195928,8.2768,0.250345,2700654933.333333,2705408000,
argus-scaling3,24,Q11,votable,32,2,2013,33.056,61.005631,0.912557,503.655915,8.255892,0.250202,2716598272.0,2720178176,
argus-scaling3,24,Q11,votable,32,3,2015,33.058,61.117997,0.993772,505.154045,8.265226,0.250697,2731934011.076923,2738610176,
argus-scaling3,24,Q11,votable,8,1,1930,32.069,60.397124,0.92087,479.326102,7.936241,0.248355,2636290389.333333,2642812928,
argus-scaling3,24,Q11,votable,8,2,1933,32.097,60.430729,0.920426,478.840743,7.923796,0.247719,2655248042.666667,2661146624,
argus-scaling3,24,Q11,votable,8,3,1931,32.066,60.401186,0.837438,478.857303,7.927945,0.247984,2675185850.181818,2680610816,
argus-scaling3,24,Q13,votable,32,1,1344,21.9,61.761914,0.899227,502.556115,8.136991,0.373926,2761332053.333333,2764054528,
argus-scaling3,24,Q13,votable,32,2,1373,22.364,61.760197,0.899122,502.766801,8.140628,0.366181,2768610645.333333,2770874368,
argus-scaling3,24,Q13,votable,32,3,1356,22.114,61.572714,0.90173,501.283546,8.141326,0.369678,2774144341.333333,2777673728,
argus-scaling3,24,Q13,votable,8,1,1247,20.606,60.810074,0.912966,481.070771,7.911037,0.385782,2740171776.0,2743664640,
argus-scaling3,24,Q13,votable,8,2,1305,21.573,60.715065,0.913928,480.046886,7.906553,0.367852,2742179498.666667,2743746560,
argus-scaling3,24,Q13,votable,8,3,1220,20.206,60.653902,0.914849,479.888491,7.911915,0.393351,2746375509.333333,2748444672,
argus-scaling3,24,mix,votable,32,1,1818,29.714,61.632305,0.900993,505.950256,8.209173,0.2783,1278064298.666667,1283297280,
argus-scaling3,24,mix,votable,32,2,1780,29.168,61.375829,0.987279,503.066737,8.196496,0.282622,1290859441.230769,1293885440,
argus-scaling3,24,mix,votable,32,3,1885,30.943,61.428015,0.903996,504.047496,8.205499,0.267399,1306812757.333333,1320730624,
argus-scaling3,24,mix,votable,8,1,1765,29.224,60.723332,0.914122,484.385185,7.97692,0.274439,1186684245.333333,1199874048,
